mint,burned,burn_utc,burn_signature,current_raw_owner,current_world_staked,current_beneficial_owner,current_world_staking_wallet,latest_event_utc,latest_signature,quest_user_wallet,quest_staking_wallet,current_stake_deposit_utc,current_stake_deposit_signature,best_known_last_qualifying_quest_utc,best_known_last_qualifying_quest_signature,quest_history_source,deep_history_status
5GoAshr3dxnpnpYatYVzWDL9vHDPAb2upbxGvZh9Fi2i,0,,,BFpTSgrkFXFycgvaraoSt75osy6EgKEeivXUgxz3AdEz,1,FnqEYzRtDV1zHUaEFycnGS6F3SCmjAvMLsNQQrnQcLPN,BFpTSgrkFXFycgvaraoSt75osy6EgKEeivXUgxz3AdEz,2025-04-22T14:15:42Z,4tPbMLz9uWD97Q9EHCBhJDqiXyCY5f3rPxwhGz5t6JtwHzWHxDtPqqu5XNWeQvXivhYHGvxGBdaF5SGkaPeP8t6a,FnqEYzRtDV1zHUaEFycnGS6F3SCmjAvMLsNQQrnQcLPN,BFpTSgrkFXFycgvaraoSt75osy6EgKEeivXUgxz3AdEz,2025-04-22T14:15:42Z,4tPbMLz9uWD97Q9EHCBhJDqiXyCY5f3rPxwhGz5t6JtwHzWHxDtPqqu5XNWeQvXivhYHGvxGBdaF5SGkaPeP8t6a,2026-08-30T18:20:59Z,4rGPKBHqqLhzjS6Y5dbuTSUCxKq4LmSxk1LUGZhanbv1vBDdiFLqSGyEReA7P3gTAkqXnVWTFdxGw69fkJjsw87Z,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
5H3yQFszfmzzQRjMXB3QnyHXNecn9A7JVMMRpAr7Rq2u,0,,,8Vpqxxbon9s4Hnk2eMhysjx6XKjHiUgEUAm3MSq9yQv2,0,8Vpqxxbon9s4Hnk2eMhysjx6XKjHiUgEUAm3MSq9yQv2,,2026-08-20T08:14:46.000Z,4R2Lvzw8AvtcGR2rKw2iRoBomDirwbVL4LSYBwEndWRN6uWiEx7c7YPK9jtjoUA4hb7vLPZ3XgbK9bdmNQwZHun3,,,,,,,,
5HnJBS53U34DMsM2giWukBvZgpvBM4wZWKuUv24LjFch,0,,,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,1,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2023-08-02T18:43:03Z,FhaknrgHhRyvyzt2FRRUc3w9J9aHQYujhjmicCtLW1MBxJ9LvGyMUNGBr5HQUqB6JtPhuTECYWnqiD3xjUctyPd,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2023-08-02T18:43:03Z,FhaknrgHhRyvyzt2FRRUc3w9J9aHQYujhjmicCtLW1MBxJ9LvGyMUNGBr5HQUqB6JtPhuTECYWnqiD3xjUctyPd,2026-08-28T06:25:53Z,3wyPJbJFHo4Fvu7Und18ezfHzbJFeq5FuiuZQzTTQAzrrC7RmAWXjXmonJge3e898SwmhStEUrJE6grUaYQ74KcV,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
5L3JQkFzBKdf2CGXR2YW5gxtnLMureBYfhn8wdbTJ8P8,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-06-26T10:39:07Z,CiexoDX3FPbVCJaax4jNzp71H4cdR7AJfj9BwNY6Vz2scneGes4cvZbnbNbzYk9hRqLYfBrvxP6bXJrGG5sUV5X,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-06-26T10:39:07Z,CiexoDX3FPbVCJaax4jNzp71H4cdR7AJfj9BwNY6Vz2scneGes4cvZbnbNbzYk9hRqLYfBrvxP6bXJrGG5sUV5X,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
5LVAXHLbfhB8h4hdgZHBCwQk81kmDqxhRxhNwGFbAyqp,0,,,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,1,DXaSLA5KS5fCAQvtGorUyUPRD4dVX5tB12zv8QyDUtBL,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,2025-04-22T10:01:35+00:00,5XE1vzzvNRtzbATVgvWNLUx6xmVSFaRruAUdzRQsUFDy95bN9WLVhX8vvnG6rBdGpjvLdLqUdHmxVzyV2vZPuyz2,DXaSLA5KS5fCAQvtGorUyUPRD4dVX5tB12zv8QyDUtBL,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,2025-04-22T10:01:35+00:00,5XE1vzzvNRtzbATVgvWNLUx6xmVSFaRruAUdzRQsUFDy95bN9WLVhX8vvnG6rBdGpjvLdLqUdHmxVzyV2vZPuyz2,2026-08-27T12:12:14Z,36BeMmDBLYZkVBpuYpxjRDekbJRsk2MHBpreJqqzCN2vzKzY4QX3U5Jc2RVrGDqjF5KZPR2y3vmZdY4QLsQVP6k8,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
5LgK4XAA3BGPCqVW2hGeDMoUGSva87McsKBhcvyM2eNY,0,,,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,1,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-04-14T13:05:02Z,5j2GBk3AUxEF6X1HPhsd16iTdZqsGFEc2fgBRvV7EDkqB9gEwGGbR3UJeWBAMA7LYjvjuxR9YLrrpWN47F9sUDGa,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-04-14T13:05:02Z,5j2GBk3AUxEF6X1HPhsd16iTdZqsGFEc2fgBRvV7EDkqB9gEwGGbR3UJeWBAMA7LYjvjuxR9YLrrpWN47F9sUDGa,2026-08-26T21:34:16Z,5y9KKMidZA2pNm3QLD2z2j7BfPbwsAQt6HEVyCQMK7sSkCy7PRQUy35JJG3GRnTBDLDeD6YVxYpw9nXSayk6pTiK,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
5M5KANiQaTruLi6L5fNHm9ekG7tvU15QYxht8ecdpioW,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:37:30Z,5V5pRT2LkpA4ahb8uFjNK3U9tzq7msBgsC9PHMMuaNiV1pXAvjJb2HdjaxjtTqLvSM2dYfkrzxQAKvUHzkwXhdXA,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:37:30Z,5V5pRT2LkpA4ahb8uFjNK3U9tzq7msBgsC9PHMMuaNiV1pXAvjJb2HdjaxjtTqLvSM2dYfkrzxQAKvUHzkwXhdXA,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
5N7AWFMNhvYD38HWToube6EC63RcN1jknrgYF8dJ38kq,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:40:01Z,2zJQJimU6S5i3Gi8vnePGJZCopmVskQounNUxAFb5SbpFec2E2ALVtfT1U6sUXdLs3MZFMMZejr1fV7ZbuoTw3Nn,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:40:01Z,2zJQJimU6S5i3Gi8vnePGJZCopmVskQounNUxAFb5SbpFec2E2ALVtfT1U6sUXdLs3MZFMMZejr1fV7ZbuoTw3Nn,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
5NDGbSztV7cciRp2EGoTX3HXLwsSgiEBuscYsxaBL4wy,0,,,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,1,DXaSLA5KS5fCAQvtGorUyUPRD4dVX5tB12zv8QyDUtBL,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,2025-04-22T10:00:10+00:00,4vfxpxmPKtgHwWX5d9YtcxckVy9DWRNC5nna7FUfe8siSxwgkkhTFtpiGF5DAHrTy2HE3BATHnkfcqNr7frFJBJe,DXaSLA5KS5fCAQvtGorUyUPRD4dVX5tB12zv8QyDUtBL,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,2025-04-22T10:00:10+00:00,4vfxpxmPKtgHwWX5d9YtcxckVy9DWRNC5nna7FUfe8siSxwgkkhTFtpiGF5DAHrTy2HE3BATHnkfcqNr7frFJBJe,2026-08-27T12:12:14Z,36BeMmDBLYZkVBpuYpxjRDekbJRsk2MHBpreJqqzCN2vzKzY4QX3U5Jc2RVrGDqjF5KZPR2y3vmZdY4QLsQVP6k8,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
5PBoTFUB8Q3pHevjwwYC5aiyCCg4q3jT77aV6BJuiQX,0,,,BFpTSgrkFXFycgvaraoSt75osy6EgKEeivXUgxz3AdEz,1,FnqEYzRtDV1zHUaEFycnGS6F3SCmjAvMLsNQQrnQcLPN,BFpTSgrkFXFycgvaraoSt75osy6EgKEeivXUgxz3AdEz,2025-04-22T14:16:15Z,4bpFdBqNhUMFdTbvwAsHpkGr8ddjovCVp9meDUTF7NWSJSrCGzXKyPRskqtvsN4ZXgfJNWiVnbKpHRTL7edzhhH,FnqEYzRtDV1zHUaEFycnGS6F3SCmjAvMLsNQQrnQcLPN,BFpTSgrkFXFycgvaraoSt75osy6EgKEeivXUgxz3AdEz,2025-04-22T14:16:15Z,4bpFdBqNhUMFdTbvwAsHpkGr8ddjovCVp9meDUTF7NWSJSrCGzXKyPRskqtvsN4ZXgfJNWiVnbKpHRTL7edzhhH,2026-08-30T18:20:59Z,4rGPKBHqqLhzjS6Y5dbuTSUCxKq4LmSxk1LUGZhanbv1vBDdiFLqSGyEReA7P3gTAkqXnVWTFdxGw69fkJjsw87Z,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
5QQCvzJnQNW8Y85MKV3GhVD6NptDAnfbd4Z4qSLxyq7C,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:36:10Z,2shnFZLbbeM9xUsAHwyUYxfRKy2CXcL8UE54yA1v7gxPD2vgzoFVpagGvck1T5UYVhEhFHawTNCkhzQbvvwv3fGm,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:36:10Z,2shnFZLbbeM9xUsAHwyUYxfRKy2CXcL8UE54yA1v7gxPD2vgzoFVpagGvck1T5UYVhEhFHawTNCkhzQbvvwv3fGm,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
5STheX6iMu6CKLHUxV3WueYy6x6GJvYcUSZ3KfB7h7aH,1,2026-08-24T15:31:42.000Z,2maq11dNXGvCnAVqKkKtAhGhu1BUAcixzWjtu85CUokLUSFLhrvLaVN1ZBtbgSq7ZikCnk6xHh4o5Sm4MsrCrcot,,0,,,2026-08-24T15:31:42.000Z,2maq11dNXGvCnAVqKkKtAhGhu1BUAcixzWjtu85CUokLUSFLhrvLaVN1ZBtbgSq7ZikCnk6xHh4o5Sm4MsrCrcot,,,,,,,,
5TWVmUWjTZvABxjXubftuaZAUjLdkCLux7Z5cTo4rRWh,0,,,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,1,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2023-08-02T18:52:20Z,3oxgvSiJ7YfdNHZc7LtpHyHwzT8yR3ZcYEjL6VwVs6f6EM7ohDuq8vjTT523f13ZVR3wVdS2nSpwNaiLPhWWLdTm,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2023-08-02T18:52:20Z,3oxgvSiJ7YfdNHZc7LtpHyHwzT8yR3ZcYEjL6VwVs6f6EM7ohDuq8vjTT523f13ZVR3wVdS2nSpwNaiLPhWWLdTm,2026-08-28T06:25:53Z,3wyPJbJFHo4Fvu7Und18ezfHzbJFeq5FuiuZQzTTQAzrrC7RmAWXjXmonJge3e898SwmhStEUrJE6grUaYQ74KcV,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
5UJCsQjKCTH1HfcRKbHzCLV7HfddsB29X9DPiyaeV44H,0,,,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,1,B1Pv8HZNHGdXC8qTsNGLCJKpnoetE2Y52RyeoJW9pE5Z,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,2025-04-15T02:18:18Z,3JTK7YdNkAYD4v9hoyTUbgzx6S5NvXR1P5E5eEusWBreCX1BgtjzmjAbFYTU3FU8bxQGtQwQjdqW3srxdTRUSN14,B1Pv8HZNHGdXC8qTsNGLCJKpnoetE2Y52RyeoJW9pE5Z,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,2025-04-15T02:18:18Z,3JTK7YdNkAYD4v9hoyTUbgzx6S5NvXR1P5E5eEusWBreCX1BgtjzmjAbFYTU3FU8bxQGtQwQjdqW3srxdTRUSN14,2026-08-31T09:39:48Z,5rqET3n1SkPB9jrcz8yM3KNBt6b2Q925G69tDBYwhL5yd6cLZzD3gSDSSgsbFqwtJkuaCoAvuRNq3eCNaKxhpdWi,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
5UMrbEcU6EAVmvN8nx6XciZs7pPtY3mCXmQsw7CtxBgM,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-04-13T04:48:00Z,3WJxvsd9mEpknF9ssGkdUMBdprijUjEKmrsF73eKtAZFk7GDRViUGqthMhNGQr4DjqV4tU4RF9fCDiZx6sAezugB,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-04-13T04:48:00Z,3WJxvsd9mEpknF9ssGkdUMBdprijUjEKmrsF73eKtAZFk7GDRViUGqthMhNGQr4DjqV4tU4RF9fCDiZx6sAezugB,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
5VUpedJgxuvchjZ9MQmSWeNB5HsdVBwCKbw9qdz18mAz,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-04-18T08:12:16Z,46CD8R8ZFG4FtmQ4Ef2Zb5ERHBcoBKVXvp5JRTxBj9FhZuT1LqjGVE9AdnreKPhZ8wQ1DupvshnDNLnExZAbrASn,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-04-18T08:12:16Z,46CD8R8ZFG4FtmQ4Ef2Zb5ERHBcoBKVXvp5JRTxBj9FhZuT1LqjGVE9AdnreKPhZ8wQ1DupvshnDNLnExZAbrASn,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
5VrtBXMSwhcR2HTGxJnGEqGpcjkoQ1m6PtwoqA7L19Ty,0,,,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,1,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2026-05-19T11:50:53Z,8hbHfBhCKrot18ThwnvsdPT2NfU5FpYNcNYr3dxP3m6aoTe54VdFVo1rEQHutqpbjHbkcdkGY4aj3A7P1ScZVda,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2026-05-19T11:50:53Z,8hbHfBhCKrot18ThwnvsdPT2NfU5FpYNcNYr3dxP3m6aoTe54VdFVo1rEQHutqpbjHbkcdkGY4aj3A7P1ScZVda,2026-08-26T21:34:16Z,5y9KKMidZA2pNm3QLD2z2j7BfPbwsAQt6HEVyCQMK7sSkCy7PRQUy35JJG3GRnTBDLDeD6YVxYpw9nXSayk6pTiK,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
5YVC81H4dw9iSETxNqDCHyNMMo2owkyZB5WLssEQm61B,0,,,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,1,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:05:08Z,3aV9vMXQ7JUp53fXwJpquuWmrZEJSA73UnZTu2ydrcUBRAvq6Lm2KxGNUFm9hU2bQL3Cm7nQeDKxoPtrQqK4hJiq,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:05:08Z,3aV9vMXQ7JUp53fXwJpquuWmrZEJSA73UnZTu2ydrcUBRAvq6Lm2KxGNUFm9hU2bQL3Cm7nQeDKxoPtrQqK4hJiq,2026-08-24T04:22:35.000Z,5oK95ozVzmUYxqJmZd7NLGb2U4oYDLVTieQMPA7TJve19iKQ41uaDdvJ8VHYNmcxSnH1A7BK2NrfTFFcJbTUKTey,DUNE_LIVE,LIVE_POST_BASELINE
5YuCD1hosrwqDbp6fykvHZF2MZVifHzx4XTfgpvMZ63k,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:28:09Z,4Wuwu17Xbrp1B4bzmYYXRgcACRYxZ8hq3aASVbiY2VFnwrmm2jVGPFtYT3gtxtBDb99iYGLpktY6i6FNi61xEmtL,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:28:09Z,4Wuwu17Xbrp1B4bzmYYXRgcACRYxZ8hq3aASVbiY2VFnwrmm2jVGPFtYT3gtxtBDb99iYGLpktY6i6FNi61xEmtL,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
5ZPNSP7KzueRa6NzPCNa3tjwsKsnACkPBAE5TvhNfjsW,1,2026-08-24T15:31:42.000Z,54nowwHehMPfQL3fQ19jfSa9ZaTp83sweY9rhtavA54rV25vCJsPXyuxPNGnzo6P5RBDSRYRcyYpKK3nNPZtzRoY,,0,,,2026-08-24T15:31:42.000Z,54nowwHehMPfQL3fQ19jfSa9ZaTp83sweY9rhtavA54rV25vCJsPXyuxPNGnzo6P5RBDSRYRcyYpKK3nNPZtzRoY,,,,,,,,
5ZuBSiKk43McR6JF5BpoZzfRdNGMEuZDMEdv9rRdyoaW,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:22:31Z,2p4W7QaU9wZ17TKWYMP2AUHXpYiopRGER3CYeAnVDRtxUdFneYhCiZ4oa1pjuqcrM8RFgQ4VLKDmWRZkG5JGmwa5,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:22:31Z,2p4W7QaU9wZ17TKWYMP2AUHXpYiopRGER3CYeAnVDRtxUdFneYhCiZ4oa1pjuqcrM8RFgQ4VLKDmWRZkG5JGmwa5,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
5a1sLUayH1T7NAzBLpGfhdL3tWXArDxmDsQhSiBWnpet,1,2026-08-24T15:31:42.000Z,4dTQUg4zs1QUbQXrH5H6ctfngozoSNt3STP24n8vzTwqE4TmJ7KUoywWM2UYzVkWJXKTHhEU1hRccRLvGht6Srt4,,0,,,2026-08-24T15:31:42.000Z,4dTQUg4zs1QUbQXrH5H6ctfngozoSNt3STP24n8vzTwqE4TmJ7KUoywWM2UYzVkWJXKTHhEU1hRccRLvGht6Srt4,,,,,,,,
5ajAancADZdbMHYDFpWHY2BR73NatZCYjyweX7P79SLv,0,,,6vmoJLFeVHCnrm2XpDPd6EYdRrkG2hcg8CAyr4Sy5ALZ,0,6vmoJLFeVHCnrm2XpDPd6EYdRrkG2hcg8CAyr4Sy5ALZ,,2026-08-29T06:17:36Z,43VzJiESiRCuUVYvwfneLvyn1PzwNJUNv1MRNu45RzZx6GaEAGRdmGdfLRjjG4BsyFVieQm5vzJbdYD3EZRAom3Z,,,,,,,,
5bSMXncuLHkpK94Usd9wFFiVtwws4XdSdZcHPkjrWcYc,0,,,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,1,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2022-08-30T08:46:13Z,576A8fVz3De3WJMM6EarC5qqRXHMKPrhsomV2FZh9sWK8JDRnh5Kg3BaiAWy6ETvm1kVJ1H5vbVHB4advJHS1LEK,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2022-08-30T08:46:13Z,576A8fVz3De3WJMM6EarC5qqRXHMKPrhsomV2FZh9sWK8JDRnh5Kg3BaiAWy6ETvm1kVJ1H5vbVHB4advJHS1LEK,2026-08-28T06:25:53Z,3wyPJbJFHo4Fvu7Und18ezfHzbJFeq5FuiuZQzTTQAzrrC7RmAWXjXmonJge3e898SwmhStEUrJE6grUaYQ74KcV,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
5bjtGEeVZgqjRk7gkE8PmMecV1UFnZyb2hwoa4UeyxGM,1,2026-08-24T15:31:42.000Z,2Tk1gAwX7bzvFM3NbEqFeVfe3arMwRg5ZBXpqADfai8mhs8C6f9sPkCSj3vhGx4pfHpieQBGjnuQtAshsKGuVNCG,,0,,,2026-08-24T15:31:42.000Z,2Tk1gAwX7bzvFM3NbEqFeVfe3arMwRg5ZBXpqADfai8mhs8C6f9sPkCSj3vhGx4pfHpieQBGjnuQtAshsKGuVNCG,,,,,,,,
5bkv51mG8K8hvBXgtoR4Lh3YHubajzkAh3db2H8ZF4tt,0,,,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,1,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-04-14T13:05:22Z,4SMRQ7SQeX52xa37svbozHT5qWxAfKYkuYKPshX3XwqwH2QpcVDCUiLEbtLACHRZ4EMMrB57f9M9nTm43W3PSZ4M,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-04-14T13:05:22Z,4SMRQ7SQeX52xa37svbozHT5qWxAfKYkuYKPshX3XwqwH2QpcVDCUiLEbtLACHRZ4EMMrB57f9M9nTm43W3PSZ4M,2026-08-26T21:34:16Z,5y9KKMidZA2pNm3QLD2z2j7BfPbwsAQt6HEVyCQMK7sSkCy7PRQUy35JJG3GRnTBDLDeD6YVxYpw9nXSayk6pTiK,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
5c736eU2EzZJvYSi47Sq4fsAhdccbAoEydNnCWguF6ex,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-08-19T10:57:46Z,2tAitubVW3jNxmpQsSyU7qKBEYGuQqh1Jc477QfcudqhZBM5N7PTihH2fRsUzfzMWrdKoBGvuT4NanRCxzRtubPm,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-08-19T10:57:46Z,2tAitubVW3jNxmpQsSyU7qKBEYGuQqh1Jc477QfcudqhZBM5N7PTihH2fRsUzfzMWrdKoBGvuT4NanRCxzRtubPm,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
