mint,burned,burn_utc,burn_signature,current_raw_owner,current_world_staked,current_beneficial_owner,current_world_staking_wallet,latest_event_utc,latest_signature,quest_user_wallet,quest_staking_wallet,current_stake_deposit_utc,current_stake_deposit_signature,best_known_last_qualifying_quest_utc,best_known_last_qualifying_quest_signature,quest_history_source,deep_history_status
13Xdnkx9y344akK1NWbG1GNdJ3TJvdmbRf9q8PXfYwCZ,0,,,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,1,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:12:14Z,3cJSGsPbnfKGdXGc83SLEnxUt2a438qfmKHpJ3jYhPie3yKXJpTbfbqYQsBtR31xw3HF1YTmjvg2VbcyW5rG5xRq,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:12:14Z,3cJSGsPbnfKGdXGc83SLEnxUt2a438qfmKHpJ3jYhPie3yKXJpTbfbqYQsBtR31xw3HF1YTmjvg2VbcyW5rG5xRq,2026-08-24T04:22:35.000Z,5oK95ozVzmUYxqJmZd7NLGb2U4oYDLVTieQMPA7TJve19iKQ41uaDdvJ8VHYNmcxSnH1A7BK2NrfTFFcJbTUKTey,DUNE_LIVE,LIVE_POST_BASELINE
21zAiHG2QTVxJjDbWJHxDEKBCQERHnpphv5ZqbDVS1nC,0,,,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,1,B1Pv8HZNHGdXC8qTsNGLCJKpnoetE2Y52RyeoJW9pE5Z,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,2026-04-09T04:02:20Z,2x27znupJwk5FTB6VdzvrJMy5CxT6DbDHG8Qz2h92z6h9KcTeA7f3EckrXRPfZBqb4yQhHehgF37fT8oEgb4dLPE,B1Pv8HZNHGdXC8qTsNGLCJKpnoetE2Y52RyeoJW9pE5Z,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,2026-04-09T04:02:20Z,2x27znupJwk5FTB6VdzvrJMy5CxT6DbDHG8Qz2h92z6h9KcTeA7f3EckrXRPfZBqb4yQhHehgF37fT8oEgb4dLPE,2026-08-31T09:39:48Z,5rqET3n1SkPB9jrcz8yM3KNBt6b2Q925G69tDBYwhL5yd6cLZzD3gSDSSgsbFqwtJkuaCoAvuRNq3eCNaKxhpdWi,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
238BUv4jpqafs4Hw2VgPHobqeZXGYqmcUEJyD6czhcp4,1,2026-08-24T15:31:42.000Z,4dTQUg4zs1QUbQXrH5H6ctfngozoSNt3STP24n8vzTwqE4TmJ7KUoywWM2UYzVkWJXKTHhEU1hRccRLvGht6Srt4,,0,,,2026-08-24T15:31:42.000Z,4dTQUg4zs1QUbQXrH5H6ctfngozoSNt3STP24n8vzTwqE4TmJ7KUoywWM2UYzVkWJXKTHhEU1hRccRLvGht6Srt4,,,,,,,,
23MTRWTVz8vYD68F5AEyq5wdm97zCVAXVQL4DMyvd1vw,0,,,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,1,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2023-08-28T01:48:46Z,4qKDWGBLuBURmUA3dnK9M4Hzq1zcpyKMkpHUuAkKrLrLNyaPtX3ebJErUqFZaPExKaBE28NCvjfz888pZGnGvBVj,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2023-08-28T01:48:46Z,4qKDWGBLuBURmUA3dnK9M4Hzq1zcpyKMkpHUuAkKrLrLNyaPtX3ebJErUqFZaPExKaBE28NCvjfz888pZGnGvBVj,2026-08-28T06:25:53Z,3wyPJbJFHo4Fvu7Und18ezfHzbJFeq5FuiuZQzTTQAzrrC7RmAWXjXmonJge3e898SwmhStEUrJE6grUaYQ74KcV,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
25i4SufSYwrCEPSV55X6aHvrGuTVskfcrwu3s2vohSvu,1,2026-08-24T15:31:42.000Z,4Y7JsfpHd8ivMHVPRohCucXgdGa4NhkahMknyFUv6y46vMFrd4ErCXU56vy7ZvpmTeTbb7uysBwZdNbfEMddj16M,,0,,,2026-08-24T15:31:42.000Z,4Y7JsfpHd8ivMHVPRohCucXgdGa4NhkahMknyFUv6y46vMFrd4ErCXU56vy7ZvpmTeTbb7uysBwZdNbfEMddj16M,,,,,,,,
273cUusEnTTrjB4iFXUHfQz2BKNTtgUqT8yFJq4Mn2BF,0,,,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,1,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-07-01T07:08:38Z,5Aqj9z5KX73DwKGFttxS73LEQTkWN4K41PEMM7tuuaErUgpE7vDwCS8w7TKBgGySvVBLmhXCGUkRYtAxQukShTAa,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-07-01T07:08:38Z,5Aqj9z5KX73DwKGFttxS73LEQTkWN4K41PEMM7tuuaErUgpE7vDwCS8w7TKBgGySvVBLmhXCGUkRYtAxQukShTAa,2026-08-26T21:34:16Z,5y9KKMidZA2pNm3QLD2z2j7BfPbwsAQt6HEVyCQMK7sSkCy7PRQUy35JJG3GRnTBDLDeD6YVxYpw9nXSayk6pTiK,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
292m8vXKm5sWDEKfsdgNZprnt5MUvdoka3ne1qL5wv3C,0,,,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,1,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:18:06Z,5aRocLMBxK92r7fZdm8pJqKPFpTvK6zQrZhabkQ8XG6CMeMEGu2jf979rqoY8C8dWSS1WU6iogVmoA9jWfSi3xkN,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:18:06Z,5aRocLMBxK92r7fZdm8pJqKPFpTvK6zQrZhabkQ8XG6CMeMEGu2jf979rqoY8C8dWSS1WU6iogVmoA9jWfSi3xkN,2026-08-24T04:22:35.000Z,5oK95ozVzmUYxqJmZd7NLGb2U4oYDLVTieQMPA7TJve19iKQ41uaDdvJ8VHYNmcxSnH1A7BK2NrfTFFcJbTUKTey,DUNE_LIVE,LIVE_POST_BASELINE
294PpgRgawWbZze4YHVbrdUVe2UNveWDLgJi1QkS972F,0,,,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,1,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-11-03T11:30:36Z,3fiL4SfaEnBUTNuK2MtW1rryjPRz3CED5f6irVgyUquuLJgumGnh1VUUDBEscgQ2WrXyUhXXDeVk1CgyrqRnXS3C,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-11-03T11:30:36Z,3fiL4SfaEnBUTNuK2MtW1rryjPRz3CED5f6irVgyUquuLJgumGnh1VUUDBEscgQ2WrXyUhXXDeVk1CgyrqRnXS3C,2026-08-26T21:34:16Z,5y9KKMidZA2pNm3QLD2z2j7BfPbwsAQt6HEVyCQMK7sSkCy7PRQUy35JJG3GRnTBDLDeD6YVxYpw9nXSayk6pTiK,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
29aCaVmnyx27XoWTpd37BWu3zJT1kBoepfhTF6obwj6U,0,,,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,1,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:15:06Z,3ewAkmPuUp2zrf12Ad6F45NekvmU3vg2a9a4RU4MqaJJXtKD92BX3BgLtAqFoh8CLtJEnT3k8Hi8GtTvnR4Afaec,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:15:06Z,3ewAkmPuUp2zrf12Ad6F45NekvmU3vg2a9a4RU4MqaJJXtKD92BX3BgLtAqFoh8CLtJEnT3k8Hi8GtTvnR4Afaec,2026-08-24T04:22:35.000Z,5oK95ozVzmUYxqJmZd7NLGb2U4oYDLVTieQMPA7TJve19iKQ41uaDdvJ8VHYNmcxSnH1A7BK2NrfTFFcJbTUKTey,DUNE_LIVE,LIVE_POST_BASELINE
2B75tZ3GWUz4AMenAwgpjio2GQzzynaUyALi9joDr9XT,0,,,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,1,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:14:35Z,5PjQPXRQrR2k9BhLPQqcrUiYZZjWghhVLMTBGBq5eosNquehgGsovRr13RD5Tu1fbP1cWpoFAFSQq3izqTMTYFGy,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:14:35Z,5PjQPXRQrR2k9BhLPQqcrUiYZZjWghhVLMTBGBq5eosNquehgGsovRr13RD5Tu1fbP1cWpoFAFSQq3izqTMTYFGy,2026-08-24T04:22:35.000Z,5oK95ozVzmUYxqJmZd7NLGb2U4oYDLVTieQMPA7TJve19iKQ41uaDdvJ8VHYNmcxSnH1A7BK2NrfTFFcJbTUKTey,DUNE_LIVE,LIVE_POST_BASELINE
2BPHCgkN275wfc254j43HGoizvkJjHTdYxMTk9PfyDRg,1,2026-08-24T15:31:42.000Z,54oJe2oJDBhroMKTnrn12RYSy2ghMEaQX5WygXeGPNeSLnjKxjXLX6pHkMetwERqDm8izcrsFUFoTYvm4VB6E6Yy,,0,,,2026-08-24T15:31:42.000Z,54oJe2oJDBhroMKTnrn12RYSy2ghMEaQX5WygXeGPNeSLnjKxjXLX6pHkMetwERqDm8izcrsFUFoTYvm4VB6E6Yy,,,,,,,,
2C5zZaNZXLgb7xvMoBJ8wgFao6Eq9gZb8viDrpvB6B9P,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:21:07Z,3bNYuaeMeQYs57FV7gqZtMX4qVpvLtMXR6AuCqhSoUBrPi2M8HKYivgYprD4w6m4fGLrX5C2F5z3wcveKr2ZsPhw,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:21:07Z,3bNYuaeMeQYs57FV7gqZtMX4qVpvLtMXR6AuCqhSoUBrPi2M8HKYivgYprD4w6m4fGLrX5C2F5z3wcveKr2ZsPhw,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
2CYeDvMiMGYVDi1r4NP32b8oj2ZSYEfFALVrUJspdtLt,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:34:53Z,5qLVPfSkoUTSjV9qjs67h7XJWf9kPtCDP7VhCwgN2kM7vUHcW1rLoJvkezPgKhAX9jN7u1DWg9ahmwSwAJBsaQVo,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:34:53Z,5qLVPfSkoUTSjV9qjs67h7XJWf9kPtCDP7VhCwgN2kM7vUHcW1rLoJvkezPgKhAX9jN7u1DWg9ahmwSwAJBsaQVo,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
2DZWmJWk6qrAgAbpfUMkryQjuDz9CvwUcDyYSFdr6oRN,1,2026-08-24T15:31:42.000Z,5ARbAonBGTcFmtMuUqoy75CkZVxVYLUj1X6H43zBfaasJxG9hYd5fWSq1byWty1sgZ7iZ19rjs3QpiGCukNxV9Yp,,0,,,2026-08-24T15:31:42.000Z,5ARbAonBGTcFmtMuUqoy75CkZVxVYLUj1X6H43zBfaasJxG9hYd5fWSq1byWty1sgZ7iZ19rjs3QpiGCukNxV9Yp,,,,,,,,
2EFu22hNQYWBeFw5R6L592k4K15fd275x2GnztZ63DSM,0,,,38Bj4DFXhAkDxB6Atj66kdxGZfhZEC3ejRX1HDh1YFKj,1,8Vpqxxbon9s4Hnk2eMhysjx6XKjHiUgEUAm3MSq9yQv2,38Bj4DFXhAkDxB6Atj66kdxGZfhZEC3ejRX1HDh1YFKj,2025-04-26T14:29:18Z,4QaTnkLAwRmDNpscaHUufWWP7WyQSTdsDL3TiWh3vGzjy3eNaefVVHS4VYga5YiBCPUwWECPuXiTZmFbPLPkXKjM,8Vpqxxbon9s4Hnk2eMhysjx6XKjHiUgEUAm3MSq9yQv2,38Bj4DFXhAkDxB6Atj66kdxGZfhZEC3ejRX1HDh1YFKj,2025-04-26T14:29:18Z,4QaTnkLAwRmDNpscaHUufWWP7WyQSTdsDL3TiWh3vGzjy3eNaefVVHS4VYga5YiBCPUwWECPuXiTZmFbPLPkXKjM,2026-08-21T19:39:25.000Z,4AT1PFFkyADXcz2QFJi78yrTeP8dAhFkfWJU5JCvpEx2a7pWsAxn14owrdqpvwkTU7bAzxxCYoBijEksgty9W6qe,DUNE_LIVE,LIVE_POST_BASELINE
2G1FDAwZnDw3JkUos12mwpaLcadqJcMw7cfsAbevrks7,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-10-16T10:17:16Z,sSBeer9roy3LF6VydGXkeyANFKUtdqhH6auJ71mDE8jRBxD9XR7PEMYMnFigPKveHb1z487q2MmTT5LqLeQ232A,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-10-16T10:17:16Z,sSBeer9roy3LF6VydGXkeyANFKUtdqhH6auJ71mDE8jRBxD9XR7PEMYMnFigPKveHb1z487q2MmTT5LqLeQ232A,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
2GVRAXtc3ZT4D7e5Yb8fKAuqaZPJyjwxbgpxUSfYXTpV,0,,,BFpTSgrkFXFycgvaraoSt75osy6EgKEeivXUgxz3AdEz,1,FnqEYzRtDV1zHUaEFycnGS6F3SCmjAvMLsNQQrnQcLPN,BFpTSgrkFXFycgvaraoSt75osy6EgKEeivXUgxz3AdEz,2025-04-22T14:15:59Z,2gXTXQLAnLVkzv8QvKpe9yMm2xXX4jWBLG8t1FJQpxBf7sMRkLyZJEBVH5CggrNHtTc2XwBBRjYvsvskxhwS5yy2,FnqEYzRtDV1zHUaEFycnGS6F3SCmjAvMLsNQQrnQcLPN,BFpTSgrkFXFycgvaraoSt75osy6EgKEeivXUgxz3AdEz,2025-04-22T14:15:59Z,2gXTXQLAnLVkzv8QvKpe9yMm2xXX4jWBLG8t1FJQpxBf7sMRkLyZJEBVH5CggrNHtTc2XwBBRjYvsvskxhwS5yy2,2026-08-30T18:20:59Z,4rGPKBHqqLhzjS6Y5dbuTSUCxKq4LmSxk1LUGZhanbv1vBDdiFLqSGyEReA7P3gTAkqXnVWTFdxGw69fkJjsw87Z,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
2HAadAuik2aZU56cwypsbF6yioNhgQPdw8cN2C6TroQW,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:39:39Z,5GcNbYR4A9vtas8kwhEXW4yKpHZveUhHGnGcSsm6pFG3putHBEBZPxukQpUevmzm64BPCJ9dhCo1BWbG4SKMGyoj,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:39:39Z,5GcNbYR4A9vtas8kwhEXW4yKpHZveUhHGnGcSsm6pFG3putHBEBZPxukQpUevmzm64BPCJ9dhCo1BWbG4SKMGyoj,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
2Hjzu95hji7tPxfU6wLxPChhw7XycsQhhi3zS2iKrZmP,0,,,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,1,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2026-06-29T18:48:28Z,t3LAHbgWf1cma1sSEdipM3QeFpHXwHBFT56NLyx8S6zG2zCxKwsdsprvgoN4ACDoxGQz8N2yvGnTpSqQRzSGk9Y,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2026-06-29T18:48:28Z,t3LAHbgWf1cma1sSEdipM3QeFpHXwHBFT56NLyx8S6zG2zCxKwsdsprvgoN4ACDoxGQz8N2yvGnTpSqQRzSGk9Y,2026-08-28T06:25:53Z,3wyPJbJFHo4Fvu7Und18ezfHzbJFeq5FuiuZQzTTQAzrrC7RmAWXjXmonJge3e898SwmhStEUrJE6grUaYQ74KcV,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
2JFrUKNxbn7Cyafv2JErkuWLrhegXifj83ryvxz9hW5s,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:32:57Z,2ti3MabtTKTwhCddSsWXmkL2i3hysQMvGr9vJXx9rMXCCjZNtXPddePxgRBMCUKAJFEvaHPiUtyV4GAXbM4GDr7X,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:32:57Z,2ti3MabtTKTwhCddSsWXmkL2i3hysQMvGr9vJXx9rMXCCjZNtXPddePxgRBMCUKAJFEvaHPiUtyV4GAXbM4GDr7X,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
2JrHhx1jF8FVMaxCYTGqsnK7Vb7QSgntt8dTsfeqWbEU,0,,,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,1,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2026-04-04T01:29:45Z,2mAs6eopb1G29EnBsB6nm5a8tkf1TGZ5DRyr8Dm1Amry6vLX2icGqh7vsVCugkKtRvEJ3guz9nBUEBFVJkzAjKeQ,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2026-04-04T01:29:45Z,2mAs6eopb1G29EnBsB6nm5a8tkf1TGZ5DRyr8Dm1Amry6vLX2icGqh7vsVCugkKtRvEJ3guz9nBUEBFVJkzAjKeQ,2026-08-28T06:25:53Z,3wyPJbJFHo4Fvu7Und18ezfHzbJFeq5FuiuZQzTTQAzrrC7RmAWXjXmonJge3e898SwmhStEUrJE6grUaYQ74KcV,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
2KWHDLK3L5FfUGEwZZayDTM3FaaDe7aLbq4oGgrxc84m,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-04-13T04:48:53Z,4XA3MfH2USMmRKF2vkTTQwW3tRuX4rYZpc4HadkaE6Q3HRyK8LnQaykWtqvDe3xdeE7DDxFH56g2pGMzMpaMWo2g,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-04-13T04:48:53Z,4XA3MfH2USMmRKF2vkTTQwW3tRuX4rYZpc4HadkaE6Q3HRyK8LnQaykWtqvDe3xdeE7DDxFH56g2pGMzMpaMWo2g,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
2L4x5ecJp9S22fj7N46ipYp5DF5ifLZS7yWzyMeg4PuM,0,,,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,1,DXaSLA5KS5fCAQvtGorUyUPRD4dVX5tB12zv8QyDUtBL,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,2025-04-22T10:01:12+00:00,3Rxu2rr86EhKDDsdRNVc3rb7adoJcSRSzKSHp88DGBza47yg7fXD8RVgCpuzZjL5DKHv68mJxcgkJEeBB2guAjkN,DXaSLA5KS5fCAQvtGorUyUPRD4dVX5tB12zv8QyDUtBL,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,2025-04-22T10:01:12+00:00,3Rxu2rr86EhKDDsdRNVc3rb7adoJcSRSzKSHp88DGBza47yg7fXD8RVgCpuzZjL5DKHv68mJxcgkJEeBB2guAjkN,2026-08-27T12:12:14Z,36BeMmDBLYZkVBpuYpxjRDekbJRsk2MHBpreJqqzCN2vzKzY4QX3U5Jc2RVrGDqjF5KZPR2y3vmZdY4QLsQVP6k8,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
2LEj55sn4bWccnWct2jgVSRJcvcbb6reDetdudHvK1VE,0,,,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,1,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2026-02-17T16:17:28Z,TEiYGj8TngmX8ZGtFnYXhz1Fj3EuXvWXhcARVbqoFXJwGcerjcLw4cTHjwpjwhyfSfVq8uz3epMDaTEYz7mHkUU,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2026-02-17T16:17:28Z,TEiYGj8TngmX8ZGtFnYXhz1Fj3EuXvWXhcARVbqoFXJwGcerjcLw4cTHjwpjwhyfSfVq8uz3epMDaTEYz7mHkUU,2026-08-28T06:25:53Z,3wyPJbJFHo4Fvu7Und18ezfHzbJFeq5FuiuZQzTTQAzrrC7RmAWXjXmonJge3e898SwmhStEUrJE6grUaYQ74KcV,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
2MsGC77rdtb7tGPbHQTAU6pcRiv9UWiaYVjNHbDxdRSW,0,,,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,1,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2022-08-25T08:36:08Z,2MzLymp2Z3rMteH494x58UeJXNeiEDUT3aF6KxVfgHoG66ES95Yrca12inpVfGK2r9KCdt9oe9RSpPHVdoUkDBtd,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2022-08-25T08:36:08Z,2MzLymp2Z3rMteH494x58UeJXNeiEDUT3aF6KxVfgHoG66ES95Yrca12inpVfGK2r9KCdt9oe9RSpPHVdoUkDBtd,2026-08-28T06:25:53Z,3wyPJbJFHo4Fvu7Und18ezfHzbJFeq5FuiuZQzTTQAzrrC7RmAWXjXmonJge3e898SwmhStEUrJE6grUaYQ74KcV,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
2N9GrnTc2vNk8mgNCnpdy5mRASXbkZPRkJK54BuqmW75,0,,,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,1,B1Pv8HZNHGdXC8qTsNGLCJKpnoetE2Y52RyeoJW9pE5Z,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,2025-04-15T02:13:22Z,55YSrZGUQ2bMsv9HLTjF2vLKuwmD48Ppr3FytsgAFUnEYbv5PzkviA6zS89bM88RjVpEvuZ6ZL5h7rBfnGPh34yM,B1Pv8HZNHGdXC8qTsNGLCJKpnoetE2Y52RyeoJW9pE5Z,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,2025-04-15T02:13:22Z,55YSrZGUQ2bMsv9HLTjF2vLKuwmD48Ppr3FytsgAFUnEYbv5PzkviA6zS89bM88RjVpEvuZ6ZL5h7rBfnGPh34yM,2026-08-31T09:39:48Z,5rqET3n1SkPB9jrcz8yM3KNBt6b2Q925G69tDBYwhL5yd6cLZzD3gSDSSgsbFqwtJkuaCoAvuRNq3eCNaKxhpdWi,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
