signature,slot,block_time_utc,received_at,tx_success,hero_movements,world_calls,quest_hero_updates,market_sales,source
4v8cv8Sxjcjb3vVC1yCrJ7dTcwSxGSrzCJrvWu7MbyBbAizJJENMMv6U4CNP427pojXNWk2zeRBGosBaMvg5nP1,442924090,2026-08-30T16:25:25.000Z,2026-08-30T16:25:28.487Z,1,,,0,,HELIUS_D1_RAW
5ZHb1PBKQH6UXf1xJzZCHHRVgqNK3kXbTHMVaWsjgyqKu2Qtzp4yaYC35DAPhbVCQR1ej23vGxgMV6cfticsFAps,442924108,2026-08-30T16:25:31.000Z,2026-08-30T16:25:34.929Z,1,,,0,,HELIUS_D1_RAW
4c1UWujCzAdEz81uGFAAQrJ5xPy3hc1wgR4ReFzjU4WHZAiN2jm7ewbr2eE64iZmresqpqS5WwYMuhRTm4rFP6jc,442924143,2026-08-30T16:25:41.000Z,2026-08-30T16:25:44.880Z,1,,,0,,HELIUS_D1_RAW
2XQ6GHdw7nhUfbbEaSd1yR17ejsAmPETY937TBRQTXJS5aSyajWDKZdzBSeB573PvkZW9vaiZoMrBGtvTQw2m2eG,442924410,2026-08-30T16:27:06.000Z,2026-08-30T16:27:09.514Z,1,,,0,,HELIUS_D1_RAW
2qAcp9tk6pJVk1yZHyM8VoWLMri6c8BSHTngoaUQcqtw7s3rE8CAfN2HTDDPuALgirwJ8dBo1yfrU5Jb34NR491K,442932890,2026-08-30T17:11:49.000Z,2026-08-30T17:11:52.025Z,1,,,0,,HELIUS_D1_RAW
2nTN5E3W5tDrLhLbWHXBbnTsh1gyDWKC14dBfjKzssuh3x84aa2gajQFSBow7Lq4dZ1ea8c2qNxmveMdMWArFxKP,442945862,2026-08-30T18:20:37.000Z,2026-08-30T18:20:42.342Z,1,,,0,,HELIUS_D1_RAW
4rGPKBHqqLhzjS6Y5dbuTSUCxKq4LmSxk1LUGZhanbv1vBDdiFLqSGyEReA7P3gTAkqXnVWTFdxGw69fkJjsw87Z,442945928,2026-08-30T18:20:59.000Z,2026-08-30T18:21:03.148Z,1,,QUEST_RESTART,14,,HELIUS_D1_RAW
3J7XfHTJH7SUtVALv2EqCVhFcFWWgnwwH5P3wccpnpCuWZZzECdUEsz8WKfQqQ5wNUHXiaTgqUWgVH4K87EjzdZL,442952738,2026-08-30T18:56:59.000Z,2026-08-30T18:57:02.085Z,1,,,0,,HELIUS_D1_RAW
5kW2KAyTyrQcZGnPBCiXfHXMng4KZ15Xu1Uu2YGpUjZ9JNpksWwydiaU3JB5VRJESEfJ7CXcQzxPXciQ6rfUGsVR,442970940,2026-08-30T20:33:28.000Z,2026-08-30T20:33:30.559Z,1,,,0,,HELIUS_D1_RAW
5ZHGhBAQ3FCvcijGnNfGG9QqALDcgwMvrZEHcJYhsWe35senvaPNmBEwWtqGvL8ecAYJf7HdU4Hja8DueGdtjv1N,442971065,2026-08-30T20:34:07.000Z,2026-08-30T20:34:09.564Z,1,,,0,,HELIUS_D1_RAW
43RJQ7JAhaWiCVPsod5HxTG2oKWLYjGg51BgAUNNh2tNrKJrPtCgCoc7fLYpbbdR9cjHBFDqoGkNDTJfPR2nVrFm,442971068,2026-08-30T20:34:08.000Z,2026-08-30T20:34:10.497Z,1,,,0,,HELIUS_D1_RAW
5gGSXKWXZDT9wu7RCC4WsQ13QVafzXJ8g5tnhdAkRkM7Mu8WZezLRCYF6uZnpfF8jY3JrdTzGnm4vhnnf3AGuYx4,442971070,2026-08-30T20:34:09.000Z,2026-08-30T20:34:11.410Z,1,,,0,,HELIUS_D1_RAW
3CmadsvmCGeaqYp8gfauHLBujE4Ji9K4hkbAAb1Mr8zVWQcYCVxx4V1GhdnhhtjcQSJqV5uyDcpCNVC5bDU6KK35,442971072,2026-08-30T20:34:09.000Z,2026-08-30T20:34:13.212Z,1,,,0,,HELIUS_D1_RAW
64iMmqHHiUW8xqgDpt7iG4tAPbFANnQkwB3HDq1By7YEiABw2VRUPUn7bescKtLrSDVayq9opDyY2j8byPErfSyn,442995246,2026-08-30T22:42:07.000Z,2026-08-30T22:42:09.592Z,1,,,0,,HELIUS_D1_RAW
4h7ZXFietJcPsJXvF4y92SGMCrrLXt7hvabG54L3Ruke5YZ6JP8MZWSRVTn18kMY8W7U8P1bDXPtXHEUAPZGsecf,442995830,2026-08-30T22:45:10.000Z,2026-08-30T22:45:13.467Z,1,,,0,,HELIUS_D1_RAW
584guG5TvGrCCuxacZFxYEnd4JfxsArS6bHMFJiRYLq6T7g9gjedcWobzNBtDbG2N2BxmWoWnJ26PkLW2vGfM77s,443002634,2026-08-30T23:21:16.000Z,2026-08-30T23:21:19.487Z,1,,,0,,HELIUS_D1_RAW
efyMyY9wbN3JDhD3Chx1U4NLZaL9XqSis9a2E6DSS6hrdewm87C2UdPU59yRJvNjwfMYg4sYMqsXbcsBm4wYGkL,443002654,2026-08-30T23:21:23.000Z,2026-08-30T23:21:25.459Z,1,,,0,,HELIUS_D1_RAW
2Bg5xFNFyt5KVMiwjdLamrFLVnXkY7r6bHmhk65fZFCxJpT1ctrB6LdreM9MqpMAdfjZqQECiV7BneiGfKCLWNv2,443004143,2026-08-30T23:29:21.000Z,2026-08-30T23:29:24.551Z,1,,,0,,HELIUS_D1_RAW
2ZXNSWQAkXdnqXrQ5PVsYV5TYUKoNX3fhWR2Th6BFfwiYwVKcYhPkpiNfJk6CxUnZsB44dbZyeLnAMCoXxuxf7eq,443016008,2026-08-31T00:32:03.000Z,2026-08-31T00:32:07.637Z,1,,,0,,HELIUS_D1_RAW
5oPmWLpLVpuhrMK6gbockTiF27k14q1BU3GfepAiA6DLkPGKCw2VYJyxnB3LgJso2nGxqVKtZKrCrmfNgXFCTWZu,443016125,2026-08-31T00:32:40.000Z,2026-08-31T00:32:45.130Z,1,,,0,,HELIUS_D1_RAW
4gVqgGNDfcp5VBRCwgfs4WssV2MeH8z8d5EWXuKTiWxKcENn1D4jYiMftWjSL2kmdzJLfHfPk6mAWivXXzESAbSz,443016126,2026-08-31T00:32:41.000Z,2026-08-31T00:32:45.537Z,1,,,0,,HELIUS_D1_RAW
DMWiB48wdqUXs86HTrc7vqpB8B2VQvH7Gc8bFdAzUZ6JYpsRMVRSBB4gYFyctaUorEZBAdAUvt9xwir4RY2SzKK,443016189,2026-08-31T00:33:01.000Z,2026-08-31T00:33:05.038Z,1,,,0,,HELIUS_D1_RAW
Juk1nowz5r7uw6mYrkkNPXBmg2xP2FCZ6fYDuR9W3jnwLyUhXTv5NZLngmv76svqAV1h2ojuLQBAj2xJNbPjegB,443016320,2026-08-31T00:33:43.000Z,2026-08-31T00:33:50.231Z,1,,,0,,HELIUS_D1_RAW
3yvC4GBKx1MLxoqE68WYBSF7xhizzQS4BMa2i1CXsprreY8WpDzBvaCdewxxsXAfNeXpKq5Z9ZX3uJFiMeGsWMqG,443016376,2026-08-31T00:34:01.000Z,2026-08-31T00:34:07.282Z,1,,,0,,HELIUS_D1_RAW
4iLsTsXxkspc7SsPcMJQr3h1EqUd1kqQToFhpxrYmALWqRbRVmx7EZbj83Q98XEpLx498jw2GtsPWG1VRSaFrpTS,443016460,2026-08-31T00:34:27.000Z,2026-08-31T00:34:33.301Z,1,,,0,,HELIUS_D1_RAW
4iomCnzWrTg6Q2HEvCkg9gSzdWaX2hPdprZid6ZtnpuEY6BeeAjpeD6ZTZPXAZG6FLRhgBs2257BBWNFxegPBUKR,443016481,2026-08-31T00:34:34.000Z,2026-08-31T00:34:38.455Z,1,,,0,,HELIUS_D1_RAW
2Sqs1Ptsp7k8H2epFfMi8FUGG1iWPBBSXKj33SHJqSYjyJ9iot2RRXR2TV5tjhgzEqRuhcEipztvH7Zwf6m8BoNJ,443024558,2026-08-31T01:17:24.000Z,2026-08-31T01:17:25.709Z,1,,,0,,HELIUS_D1_RAW
nCzYEV8fF7DjvwvSsTJ6ifmAFnD53vySa9f4qtFiadcGsCMBz7CGZt3TxRtuXiMZPtp75DAbCFeM7LfGKc6emyo,443033656,2026-08-31T02:05:57.000Z,2026-08-31T02:06:02.287Z,1,,,0,,HELIUS_D1_RAW
28kHATm8FZGWvVJfyhHDx9qojfZifVsc4quS8h7zbNqKebT1y7b8FbWp4teidfHTkH6m5iwCDgvi1fQ8xiVKY893,443096708,2026-08-31T07:39:52.000Z,2026-08-31T07:39:55.819Z,1,,,0,,HELIUS_D1_RAW
2QEP8aDTem6Wu2VFNB2VK52WHVZb5FGKrBSZQFY28opiVePR3oaGaAPdnqDdB1xWofd5RhtF8bEUAzSTcFRyq7UB,443096752,2026-08-31T07:40:07.000Z,2026-08-31T07:40:09.351Z,1,,,0,,HELIUS_D1_RAW
2VbM5A6w5D7c8gQWaANAvjrv9dNP3oZaLMoLDk42Em64bQm7GQF7bowfUxoHu6vnXBwD5wngorgrvx7JcJeL7q2N,443097088,2026-08-31T07:41:55.000Z,2026-08-31T07:41:56.936Z,1,,,0,,HELIUS_D1_RAW
5dShFkzJgBBAHMWc6mTMn8cEf77UKANYkiiei81St2TDXfQTPv3LsaQY3NdCdL5JFPzmrG4zXBMFBVpQqwjLh2tX,443097090,2026-08-31T07:41:55.000Z,2026-08-31T07:41:57.688Z,1,,,0,,HELIUS_D1_RAW
3WghG1MZzagPbiWfQWdWZgU4PXaa8teKSVFaWbnCfFiHMe6NotuYfE48uMy8PKQU7yWF1a6tVWHcpvAxx5QXKWLL,443097092,2026-08-31T07:41:56.000Z,2026-08-31T07:41:58.350Z,1,,,0,,HELIUS_D1_RAW
xpiC2PgwU7f9QViL4s8wPX3NXLMSBd9VDYW9nEAjBGQkfhB4yroy6bAAhEXsPuQdAXjxyfrpHtPqkf5YnXEV1nn,443111422,2026-08-31T08:57:35.000Z,2026-08-31T08:57:37.070Z,1,,,0,,HELIUS_D1_RAW
55aNtcqYfnc1zh57qyFazp9Sg6tqeigfBuBKCFy3irGYpQMQv54zQjCQCX8Fo8Lhtc3zyasgpdp7ANrVQoqGwi9U,443111425,2026-08-31T08:57:35.000Z,2026-08-31T08:57:37.570Z,1,,,0,,HELIUS_D1_RAW
NBigpLMmTKg2TRGAaWXTznqTifbPknfu4ZdTcnqtpd61WgXijjrFRBVrWkArUfZHDJJUN4EQ1mgwA1j8tQRfE5w,443111427,2026-08-31T08:57:36.000Z,2026-08-31T08:57:38.221Z,1,,,0,,HELIUS_D1_RAW
2jVpQSYwU5yqEcR4AS2VSBjaqyf66Cp3f32TjuWZ4xrG9aPJ1YQ39UBmtWpwJfi2WFTQyWsnETYSTP8eNVjcBk3E,443111428,2026-08-31T08:57:36.000Z,2026-08-31T08:57:38.938Z,1,,,0,,HELIUS_D1_RAW
33W2QCd7B5jopyppF6szXpZtzPc2gNYgyZnqJqna639FVXF2JW92pKsHNtcx8qXs1fdZ6Yy4L2NbniSHC9K6fasA,443111585,2026-08-31T08:58:26.000Z,2026-08-31T08:58:28.932Z,1,,,0,,HELIUS_D1_RAW
2iB34kYVcsgGD8LQEPqsWoR2qiVvCtFm7L9YC7UNAMa4AUUoCEi88c8U7FECS4Gn9D9csocUDwZiFRqmqSQwJhHX,443111588,2026-08-31T08:58:27.000Z,2026-08-31T08:58:30.133Z,1,,,0,,HELIUS_D1_RAW
5s2oeWUAKMZ8fycJ1qCj1wB7mqh1ViKgMP6zc8AAhNX1suyRwvPKhm933VtufZy5Te98JVfc7vicfXfdeh2ogYeu,443111590,2026-08-31T08:58:28.000Z,2026-08-31T08:58:30.263Z,1,,,0,,HELIUS_D1_RAW
4EcNXugZW5AdnUDFdeW4rwrt4FcsYAafL4zKuFnsXBYCqTfEqDtv396CWp9nvN6C4W3GdbcLpCsvLVhEAUxzSnxi,443111593,2026-08-31T08:58:29.000Z,2026-08-31T08:58:30.869Z,1,,,0,,HELIUS_D1_RAW
zZG5s5CkehYhqem4hSWnpgSBAVDTmamcjrzWkRcBAfrUq498sG66MPrYCYhErVpszNijkTsF7UksfhL35VojdcT,443111734,2026-08-31T08:59:13.000Z,2026-08-31T08:59:15.692Z,1,,,0,,HELIUS_D1_RAW
636LvkQzBZQzEz1dpq52coSoopKCndqFiCGjuZhinky97bn6dhBpdsB5Eiw4MkLxcbnC6eoh5YKqw14aSom5Do9U,443111736,2026-08-31T08:59:13.000Z,2026-08-31T08:59:15.412Z,1,,,0,,HELIUS_D1_RAW
LaUS6szYARh3aY57JqEe4n6aXKWZExCtYB1kytb6gZKvt6EHruK74gjPhQxjeNo1LvhJggUfmEg23ZLvu4Lac7G,443111738,2026-08-31T08:59:14.000Z,2026-08-31T08:59:16.039Z,1,,,0,,HELIUS_D1_RAW
4zYQ1ck6BfDmarorAWRAP5ZKd2L4nW9oExdewtgWRHFQL6fTqJwQimM7JrYr8nSxKBJvYcNU486YqGekv7Y7h1qd,443111740,2026-08-31T08:59:15.000Z,2026-08-31T08:59:17.113Z,1,,,0,,HELIUS_D1_RAW
4sZzNogoWgprvmMP6gcjT2obER5Y4PQyXmNs8tULkHcHdDdDK2Su7dZgBSwVUJ3bjNAMBRtwu12Mjqr5cPLsG7NN,443111742,2026-08-31T08:59:15.000Z,2026-08-31T08:59:17.295Z,1,,,0,,HELIUS_D1_RAW
qKvjCbrwJ79cu5DDjUBUiizqbNA53V292J1SX9L2e5V7bcTHz56Emev5BpT65ZK95zb6cyUf6HVy3uFfmkcY4th,443115368,2026-08-31T09:18:27.000Z,2026-08-31T09:18:30.188Z,1,,,0,,HELIUS_D1_RAW
3fzpLDD7xUVZXATgBo9nD6tRsygSF7ZbTkSvqNgVHBLWxXSK7EMFCX1ZG6yEgM9J2EnqUuRjgq2z5wpAKQAAGLY9,443115371,2026-08-31T09:18:28.000Z,2026-08-31T09:18:30.699Z,1,,,0,,HELIUS_D1_RAW
4P55raQ3hg17cDgMvcJwKr6suagZu2W1SPLSRtW5E9UxCEsaP93A7AaXzMitQJxXSU7UHLJBuVozySrxdxY8DRKd,443115374,2026-08-31T09:18:29.000Z,2026-08-31T09:18:31.334Z,1,,,0,,HELIUS_D1_RAW
5GWRkJGyMRmGn4TZXZJVYgwgFCWFCou3RbSBAcBiXPBZtWUxV1mUatckhSDMm6gVqa18ATHsEM8x367L1BdMJHgA,443115376,2026-08-31T09:18:30.000Z,2026-08-31T09:18:32.488Z,1,,,0,,HELIUS_D1_RAW
2fZzgRsqEJo1MVW17VMx8nHo8CEig46VRV9EtP6NRgENgm1qGMmBreMHQKdn2wTMAN5B7ph2BcMVEmmwpaDnXezr,443115379,2026-08-31T09:18:31.000Z,2026-08-31T09:18:33.121Z,1,,,0,,HELIUS_D1_RAW
5E6fdcDhpeTJx5yonmS8RQphjs7dwCQFPReM6ZikSmsYNUBZ4U22r9e3wyb8yL4bsgZWX1kKeo3gkP4c3YbxqnN1,443115434,2026-08-31T09:18:48.000Z,2026-08-31T09:18:50.324Z,1,,,0,,HELIUS_D1_RAW
rzvKWAb2EZgaQWTnbd6XbwhF8etNa37pb9p9zpmrKq2gNJtVzyBUqRx8HK7RTentBmE7osGmrN48HVpGdELU3Cy,443115437,2026-08-31T09:18:49.000Z,2026-08-31T09:18:51.011Z,1,,,0,,HELIUS_D1_RAW
1UHV9ATsh3UsAG23JUA4gtw2jHgE1QrBCGBeYdAKk94HK1VEEWs8Dn2m3hBVxBpp95xLefPQfwBK8sjddJoL4KK,443115520,2026-08-31T09:19:15.000Z,2026-08-31T09:19:18.439Z,1,,,0,,HELIUS_D1_RAW
5my82k9a8T2qBvDKWQpUSSo1w3iMKGRnoYWYgoRzWZincpynJKB2pjpsfCBMAZrFtWpM6QbsZ2wucJECo4HgiTWu,443115523,2026-08-31T09:19:16.000Z,2026-08-31T09:19:18.706Z,1,,,0,,HELIUS_D1_RAW
3ZSfd9F2EtH8CTc8ovbaZSraxD8gaSVKSoN5uKWBqVmjkhmtijj5BGEAQfNwyyxYVkypZ2JneLKKZJ3wqMD7JQhu,443115525,2026-08-31T09:19:17.000Z,2026-08-31T09:19:19.325Z,1,,,0,,HELIUS_D1_RAW
2WXp3gCtTU9dz7bNTcEuZUofQ9zHAt6pujPQacKvbK8ReQ2WkVQXqC3Hwenz8qcqHTYkMz16ACq9WdDbFzURww2m,443115527,2026-08-31T09:19:17.000Z,2026-08-31T09:19:20.058Z,1,,,0,,HELIUS_D1_RAW
4FombvQVQwjSAhB366Cbsg8N19Ungvq5rutreBZX6vJpoc6jr9MY532443kgAvVrupGdauSKFtgRmvpAQhhLMq2w,443119028,2026-08-31T09:37:42.000Z,2026-08-31T09:37:45.039Z,1,,,0,,HELIUS_D1_RAW
2pst3H8CuFX8u44G8f7P5NMYzG3dwpkuq8iokqB5Wz6cFwxwPPs8EMvK2CYJ3HAiYo3wAzHSTjhcsD4zuiHcJwQg,443119112,2026-08-31T09:38:09.000Z,2026-08-31T09:38:12.001Z,1,wZNJD4uwBcdt72n2aRQDnQzE3DfU2oQ1iB7VyKYzo2Z:TRANSFER,STAKE,0,,HELIUS_D1_RAW
gzWuwHek5Qn5s3Hhw4YpHs9cjsidAhLuS3nNFfBPubPke6TDppk7TrXQSQcVi29RpRm8GJt3UGz79a6yJXhs9Rf,443119144,2026-08-31T09:38:19.000Z,2026-08-31T09:38:22.523Z,1,FQtB3QW6YUXB8yokkRV2qnoyioCCY9mdAFkuHguJWPWD:TRANSFER,STAKE,0,,HELIUS_D1_RAW
56gfEv8Xcc3c7FE7aNtwpJRCpcriDfERHrdsGosZy9NAQokdXSna2XEDw5wRv8QAtNd5p2VdgtGH8jyxP4q1LqjL,443119175,2026-08-31T09:38:29.000Z,2026-08-31T09:38:32.847Z,1,DxdbGub6HH7D8woX6KWzmrsuNj7VAEctSGXYXC7ffQst:TRANSFER,STAKE,0,,HELIUS_D1_RAW
5p88HrF3JK1ige1Uar8QwaduJNkZ9VrtbF4ztCSedpiamFwDFJQmVYzCKYbrUiG5iYsMozZLhA5QCZBKZG6zeF99,443119208,2026-08-31T09:38:39.000Z,2026-08-31T09:38:42.149Z,1,DgVn3Nd7qoGhq41wxAVggpkC5CZvFxydt9zDy3CdFz56:TRANSFER,STAKE,0,,HELIUS_D1_RAW
zk7tnbSCQa42gR7anMA4zbR7H8yvPSXkFubJDuJkEPRSb61UyKrcGqDEKCm3MaSSxzEVEX5FwdK3itPzdi4jqia,443119239,2026-08-31T09:38:49.000Z,2026-08-31T09:38:52.762Z,1,BaRrcUHQZfs8TMNGjAH7aU4xuqwkCmVxKvdFsDsWWHfx:TRANSFER,STAKE,0,,HELIUS_D1_RAW
5rqET3n1SkPB9jrcz8yM3KNBt6b2Q925G69tDBYwhL5yd6cLZzD3gSDSSgsbFqwtJkuaCoAvuRNq3eCNaKxhpdWi,443119426,2026-08-31T09:39:48.000Z,2026-08-31T09:39:50.709Z,1,,QUEST_RESTART,72,,HELIUS_D1_RAW
4B8bZT4WCQEnuBbaLNb3FABc8yH1PLxehUXVr5tFuHGWmPt9561QHh7uvKHQkBBseovUroYBfLabyvuE2HVGMiKd,443137288,2026-08-31T11:13:47.000Z,2026-08-31T11:13:50.322Z,1,,,0,,HELIUS_D1_RAW
5oH9rPM9R1wY8eNqwjX3bueCf2Qb2WgjyXectUSadEC7sYSVY2WT1xdztKsd6J72GYdVpepniWXuH79bMu9K82S2,443137290,2026-08-31T11:13:48.000Z,2026-08-31T11:13:50.226Z,1,,,0,,HELIUS_D1_RAW
4fXE3YTpF36ftEmhcrDJadKBABkN9FcdUTzGMndBxrto3QcE7TZcDrhpVSt24TYYLMk6GWpTP5d6NMUFrxJDV2JB,443137291,2026-08-31T11:13:48.000Z,2026-08-31T11:13:50.837Z,1,,,0,,HELIUS_D1_RAW
3G3FcPt4o5cpjjW4KeiT1JKnt3JUjDKnbuykRuYJf6P7kkyZEc4f9z8FRZgTQ9kRBBHuDr4SmrfZe3iH1i2swPoR,443137485,2026-08-31T11:14:49.000Z,2026-08-31T11:14:52.024Z,1,,,0,,HELIUS_D1_RAW
4dtUrXC4RkGA5QEBCx2YS5dQZYUrXLjN2ip2vRwfS76hUwBfLC4eRXBwhPsb1jAmyX5DvXMAwwFX7SN4eshYy3EY,443140873,2026-08-31T11:32:45.000Z,2026-08-31T11:32:47.902Z,1,,,0,,HELIUS_D1_RAW
5d3y6TCYSzqwedgK3J4bumkaqea6t1yZuLdCSiDxcxr5wTa3A3eyQzuh8RPT3ddZvgWrRHT4BcFUZ8E59Lov6FsV,443143375,2026-08-31T11:45:53.000Z,2026-08-31T11:45:55.319Z,1,,,0,,HELIUS_D1_RAW
3T4XF8TcZH12a6Ex7tGf6xpGvMNu54kts336EFEDS47HG5oisNzwHez3m7NF2zn9UFNCKMLVSWQk32LQDpRzePuB,443144578,2026-08-31T11:52:10.000Z,2026-08-31T11:52:12.566Z,1,,,0,,HELIUS_D1_RAW
5sSyRbzTZ56CG6e5QqChiHZjB6JChJXLoHPREmgq6aiDTyreftNa7LY14D3KshJKGUGcPbt2XYwfahxqDVkJyUer,443144792,2026-08-31T11:53:19.000Z,2026-08-31T11:53:22.779Z,1,,,0,,HELIUS_D1_RAW
5aFWHXRYEkpPf3aLrp8jD5JUicszdoqyq8tL84KCqWeTmMXwVJG9scgVvewzC5ZVdqzqnHDAY6NCUd22beUu7Vpb,443150843,2026-08-31T12:25:15.000Z,2026-08-31T12:25:17.554Z,1,,,0,,HELIUS_D1_RAW
4VfUj8jYnM224PxJoPCkMN9uN9V2DgG2Zzegj9pMNc8bb3vpe75DxKJQzWZBSourHtHVF8MnGRVFc53gDFWMF9Dd,443150845,2026-08-31T12:25:16.000Z,2026-08-31T12:25:18.560Z,1,,,0,,HELIUS_D1_RAW
JjENQUVUT1oGZSYpHJVNeEgKHDJz6PqLVcXXSwtXKEARaH3A2u4egyHtnDx4ms2UauWZZwmexZASHazfKxEuGAD,443152275,2026-08-31T12:32:52.000Z,2026-08-31T12:32:54.392Z,1,,,0,,HELIUS_D1_RAW
4DJaLAA4j7WJtuqhRTMVK2BrAazZjPnURDm9xLHZEjFj3XmuVGpUiR8CgGVBW3nmb1LiDaJpkkjsah5C9WJcBWUp,443170407,2026-08-31T14:08:43.000Z,2026-08-31T14:08:46.250Z,1,,QUEST_RESTART,2,,HELIUS_D1_RAW
sNgKJWoGmy9gkTSxTGKKE9mBHF5oskkdkuNYMaaxjmBDatpQA1MMfaCGeRyoDDjYoaBra8trCRaFRzDtQ6bYZrT,443170469,2026-08-31T14:09:03.000Z,2026-08-31T14:09:06.943Z,1,,QUEST_RESTART,2,,HELIUS_D1_RAW
2tNtJCjJH1BHHcpCYwxrGsyr2QWEha5UFvUPCDKHXQrNwmQN6th5meJMLtoQ871oSJermCu5uKHgkgSpRtSLKeLm,443185156,2026-08-31T15:26:54.000Z,2026-08-31T15:26:59.033Z,1,,,0,,HELIUS_D1_RAW
2XtDXobN9p7yE4d7SAB7norJKdxudd9Vj5j6XUZUcue4W4KmARdLnB1N3FNadWp2WaJURwe7RHSiVhwCgAuMnUD2,443187779,2026-08-31T15:40:51.000Z,2026-08-31T15:40:54.983Z,1,,,0,,HELIUS_D1_RAW
4hez2uZhQdjHEg3YajsrwYEnN75Vr7HAnYPeJjTFFXZQigoSEZcUV4aAQGhkYaZxMHkybXKTkK3VYX6v5s8GyYcn,443194880,2026-08-31T16:18:21.000Z,2026-08-31T16:18:24.739Z,1,,,0,,HELIUS_D1_RAW
22k9bkSzvxhn8SMtTrHiyiC6TJFVMvHKSLP9UE21odByPMAHe1ogDMpQG4U2aEw9KnaJgQX7vp6M2rBSJxCSTvNC,443194934,2026-08-31T16:18:39.000Z,2026-08-31T16:18:41.961Z,1,,,0,,HELIUS_D1_RAW
2JBW1Rc8aPSb2adXRs64KKc9fufoGfTZXSqVFLe1e2cYHCvJPdPegYDMZSAzxRGvoAAnNh89p22QaFUzFasYcmbw,443199297,2026-08-31T16:41:44.000Z,2026-08-31T16:41:48.965Z,1,,,0,,HELIUS_D1_RAW
5bhXHZudBByg1XjUZdtzerghsbfnNBrRvMCEdHt9CfGFxJcfLkd34tRva95yiAoVysz8HkWz9fz5qiaARJnmREnf,443204251,2026-08-31T17:08:00.000Z,2026-08-31T17:08:03.853Z,1,,QUEST_RESTART,81,,HELIUS_D1_RAW
41dmUE2HGTr23LKrHBAmUNjmq2v56RKhC5h3R2mXk1yWx67FfTkVXReS7WKBo76YDpNn9H69HbT5p7PRBPWi71XX,443208771,2026-08-31T17:32:05.000Z,2026-08-31T17:32:09.738Z,1,,,0,,HELIUS_D1_RAW
5tGE9Ho8pVWazJn5UnaQgPPrffxRBWGXQs3y1KERmHrT7sX2uL57iC3xVemmvZMr8f9gTUPp1kLLNEpvUndpzkDg,443228244,2026-08-31T19:15:00.000Z,2026-08-31T19:15:05.181Z,1,,,0,,HELIUS_D1_RAW
37hQYFbfTQoaaf9FzbHPRZH38SpCTBqvGjHF7AGyguFCqKzGTeZ8nP8hhp9bCcmtmQcEuHzrjWWySso27H3v9hGx,443248586,2026-08-31T21:02:30.000Z,2026-08-31T21:02:33.162Z,1,,,0,,HELIUS_D1_RAW
3PmLtj6WxoeC3yJjZygvSEyufaxUfq1x96F3enVBJCC6U619Lzmt7xFtUySq7wtf7AT85WeeRfsJZsroDDoYirEU,443252342,2026-08-31T21:22:30.000Z,2026-08-31T21:22:33.196Z,1,,,0,,HELIUS_D1_RAW
2ghd7DMyCPo158SfYqhXfGBh6TRv5fCm3VtvLpyxWYxWEcpZ1mG2rYUxKpy4QXPKTJwsRm5ZWos6xqj8FPgdAxN9,443252397,2026-08-31T21:22:47.000Z,2026-08-31T21:22:50.866Z,1,,,0,,HELIUS_D1_RAW
2eNHW7FoVySQa6JyNYwEsuPzSjhd6yNnyhmmUM7BHJbmu3kxKQuBPVxS99FxEtTBf54qcDh16zQNfhG9ru7tc5Vu,443252422,2026-08-31T21:22:55.000Z,2026-08-31T21:22:59.358Z,1,,,0,,HELIUS_D1_RAW
3zbhCyZJsiDuNT7VSM3fHnxxx4j6Ym13B8caP43YoEJUUcFAjo3v5gtwnRBc4CpgGrLhVejxCGfwsG7BSnLpryJS,443252450,2026-08-31T21:23:04.000Z,2026-08-31T21:23:07.796Z,1,,,0,,HELIUS_D1_RAW
2rFA7MGiF8FHH6J9uYiESwGPfr29xSEkDhQoL5ywNyDzc6GABt4LBNtTrQVJsgvRLiWNiPxV2f3QGZw6HkanfVcB,443252479,2026-08-31T21:23:14.000Z,2026-08-31T21:23:16.568Z,1,,,0,,HELIUS_D1_RAW
4CsXELmkQ4AmDAdSzimXx1NhmP9HNgqut1584ZeKL1bQBaodt8bM16MPNpyPJnadU6ZFGdhz8YsxH55yaAiuu5Cy,443252501,2026-08-31T21:23:21.000Z,2026-08-31T21:23:23.590Z,1,,,0,,HELIUS_D1_RAW
4w2D4T8eQeC2mGrWmAuQo4egUrsuNCq8SEnciuSR4pNPepAf8nBnYPo4VyyMzjiv9R1NoV6CoXibVUnDpMnk4ZN6,443252523,2026-08-31T21:23:27.000Z,2026-08-31T21:23:30.419Z,1,,,0,,HELIUS_D1_RAW
3qk2EquWvq2hz9F8nPnfHwpH8HSnEj594gNKYfg8UGCGJ9sxbKKUSnudeNtoD1CxWhbCaAQ6AVpMoCmKipnPwXCT,443252536,2026-08-31T21:23:33.000Z,2026-08-31T21:23:36.965Z,1,,,0,,HELIUS_D1_RAW
65qa4VLxfR9bEMko4exqaoHwvsYQFH8S5ByxUoxvsbJPmhQgLmpVr8fJsgvsHdDhyY1uJrDcm8B2MuVmNHMZ22DB,443252559,2026-08-31T21:23:40.000Z,2026-08-31T21:23:44.447Z,1,,,0,,HELIUS_D1_RAW
4JW8pNuB1naPw79hzrqChysFJLFu9PEVGgU8Ff8GsNKj4fp5a9rLwqmo2rWZ21uKs4t6A2TBzBr7ZW9JdCf51UoA,443252684,2026-08-31T21:24:22.000Z,2026-08-31T21:24:26.633Z,1,,,0,,HELIUS_D1_RAW
