snapshot_date,floor_open_sol,floor_high_sol,floor_low_sol,floor_close_sol,listed_count
2025-02-06,0.104,0.104,0.104,0.104,527
2025-02-07,0.104,0.109,0.104,0.109,519
2025-02-08,0.109,0.109,0.105,0.105,516
2025-02-09,0.105,0.105,0.105,0.105,516
2025-02-10,0.105,0.109,0.105,0.109,515
2025-02-11,0.109,0.109,0.109,0.109,515
2025-02-12,0.109,0.109,0.109,0.109,516
2025-02-13,0.109,0.109,0.109,0.109,516
2025-02-14,0.109,0.109,0.109,0.109,516
2025-02-15,0.109,0.109,0.109,0.109,516
2025-02-16,0.109,0.109,0.1084,0.1084,516
2025-02-17,0.1084,0.1084,0.1084,0.1084,516
2025-02-18,0.1084,0.1084,0.1084,0.1084,513
2025-02-19,0.1084,0.1084,0.1084,0.1084,512
2025-02-20,0.1084,0.109,0.1084,0.109,509
2025-02-21,0.109,0.109,0.109,0.109,509
2025-02-22,0.109,0.109,0.109,0.109,509
2025-02-23,0.109,0.109,0.109,0.109,509
2025-02-24,0.109,0.109,0.109,0.109,509
2025-02-25,0.109,0.109,0.109,0.109,509
2025-02-26,0.109,0.109,0.109,0.109,509
2025-02-27,0.109,0.109,0.109,0.109,509
2025-02-28,0.109,0.109,0.109,0.109,501
2025-03-01,0.109,0.109,0.109,0.109,501
2025-03-02,0.109,0.109,0.109,0.109,501
2025-03-03,0.109,0.109,0.109,0.109,501
2025-03-04,0.109,0.109,0.109,0.109,501
2025-03-05,0.109,0.109,0.109,0.109,501
2025-03-06,0.109,0.109,0.109,0.109,501
2025-03-07,0.109,0.109,0.109,0.109,501
2025-03-08,0.109,0.109,0.109,0.109,501
2025-03-09,0.109,0.109,0.109,0.109,501
2025-03-10,0.109,0.109,0.109,0.109,501
2025-03-11,0.109,0.109,0.109,0.109,501
2025-03-12,0.109,0.109,0.109,0.109,501
2025-03-13,0.109,0.109,0.109,0.109,506
2025-03-14,0.109,0.109,0.109,0.109,506
2025-03-15,0.109,0.109,0.109,0.109,507
2025-03-16,0.109,0.109,0.109,0.109,507
2025-03-17,0.109,0.109,0.1,0.1,521
2025-03-18,0.1,0.1,0.1,0.1,520
2025-03-19,0.1,0.1,0.1,0.1,520
2025-03-20,0.1,0.1,0.1,0.1,520
2025-03-21,0.1,0.1,0.1,0.1,520
2025-03-22,0.1,0.1,0.1,0.1,520
2025-03-23,0.1,0.1,0.1,0.1,509
2025-03-24,0.1,0.1,0.09,0.09,522
2025-03-25,0.09,0.09,0.09,0.09,523
2025-03-26,0.09,0.09,0.09,0.09,522
2025-03-27,0.09,0.09,0.09,0.09,522
2025-03-28,0.09,0.109,0.09,0.109,496
2025-03-29,0.109,0.109,0.109,0.109,530
2025-03-30,0.109,0.109,0.109,0.109,528
2025-03-31,0.109,0.109,0.109,0.109,528
2025-04-01,0.109,0.109,0.109,0.109,543
2025-04-02,0.109,0.109,0.109,0.109,540
2025-04-03,0.109,0.109,0.109,0.109,532
2025-04-04,0.109,0.109,0.109,0.109,532
2025-04-05,0.109,0.109,0.109,0.109,532
2025-04-06,0.109,0.109,0.107,0.109,531
2025-04-07,0.109,0.109,0.109,0.109,531
2025-04-08,0.109,0.109,0.109,0.109,531
2025-04-09,0.109,0.109,0.109,0.109,531
2025-04-10,0.109,0.109,0.109,0.109,531
2025-04-11,0.109,0.109,0.109,0.109,526
2025-04-12,0.109,0.109,0.109,0.109,526
2025-04-13,0.109,0.109,0.109,0.109,525
2025-04-14,0.109,0.109,0.109,0.109,525
2025-04-15,0.109,0.109,0.108,0.108,527
2025-04-16,0.108,0.108,0.108,0.108,527
2025-04-17,0.108,0.108,0.108,0.108,527
2025-04-18,0.108,0.109,0.09,0.09,531
2025-04-19,0.09,0.1,0.09,0.1,529
2025-04-20,0.1,0.1,0.1,0.1,529
2025-04-21,0.1,0.1,0.1,0.1,529
2025-04-22,0.1,0.1,0.1,0.1,530
2025-04-23,0.1,0.1,0.1,0.1,530
2025-04-24,0.1,0.1,0.1,0.1,530
2025-04-25,0.1,0.1,0.1,0.1,530
2025-04-26,0.1,0.1,0.09,0.09,539
2025-04-27,0.09,0.09,0.09,0.09,539
2025-04-28,0.09,0.09,0.09,0.09,541
2025-04-29,0.09,0.09,0.09,0.09,541
2025-04-30,0.09,0.09,0.09,0.09,543
2025-05-01,0.09,0.09,0.09,0.09,537
2025-05-02,0.09,0.09,0.09,0.09,537
2025-05-03,0.09,0.09,0.09,0.09,537
2025-05-04,0.09,0.09,0.09,0.09,540
2025-05-05,0.09,0.09,0.09,0.09,539
2025-05-06,0.09,0.09,0.09,0.09,539
2025-05-07,0.09,0.09,0.07,0.09,540
2025-05-08,0.09,0.09,0.09,0.09,540
2025-05-09,0.09,0.09,0.09,0.09,539
2025-05-10,0.09,0.09,0.087,0.087,540
2025-05-11,0.087,0.087,0.087,0.087,538
2025-05-12,0.087,0.087,0.087,0.087,546
2025-05-13,0.087,0.087,0.087,0.087,547
2025-05-14,0.087,0.087,0.087,0.087,547
2025-05-15,0.087,0.087,0.087,0.087,547
2025-05-17,0.087,0.087,0.087,0.087,548
2025-05-18,0.087,0.087,0.087,0.087,548
2025-05-20,0.087,0.087,0.087,0.087,547
2025-05-21,0.087,0.087,0.087,0.087,547
2025-05-22,0.087,0.087,0.087,0.087,549
2025-05-23,0.087,0.087,0.087,0.087,550
2025-05-24,0.087,0.087,0.087,0.087,550
2025-05-25,0.087,0.087,0.087,0.087,550
2025-05-28,0.087,0.087,0.087,0.087,551
2025-06-04,0.087,0.087,0.087,0.087,556
2025-06-05,0.087,0.087,0.087,0.087,556
2025-06-10,0.087,0.087,0.08,0.08,557
2025-06-11,0.08,0.08,0.08,0.08,557
2025-06-17,0.08,0.08,0.08,0.08,557
2025-06-18,0.08,0.08,0.08,0.08,557
2025-06-19,0.08,0.08,0.08,0.08,557
2025-06-23,0.08,0.096,0.08,0.096,529
2025-06-24,0.096,0.096,0.088,0.096,529
2025-06-25,0.096,0.096,0.096,0.096,529
2025-06-26,0.096,0.096,0.088,0.088,535
2025-06-27,0.088,0.088,0.088,0.088,536
2025-06-28,0.088,0.088,0.088,0.088,537
2025-06-29,0.088,0.088,0.088,0.088,535
2025-06-30,0.088,0.088,0.088,0.088,540
2025-07-01,0.088,0.088,0.088,0.088,540
2025-07-02,0.088,0.088,0.07,0.088,549
2025-07-03,0.088,0.088,0.087,0.087,549
2025-07-04,0.087,0.087,0.087,0.087,550
2025-07-05,0.087,0.087,0.087,0.087,550
2025-07-06,0.087,0.088,0.087,0.088,550
2025-07-07,0.088,0.088,0.088,0.088,550
2025-07-08,0.088,0.088,0.088,0.088,550
2025-07-09,0.088,0.088,0.088,0.088,550
2025-07-10,0.088,0.091,0.0878,0.0878,551
2025-07-11,0.0878,0.0878,0.0878,0.0878,546
2025-07-12,0.0878,0.0878,0.0878,0.0878,546
2025-07-13,0.0878,0.0878,0.0878,0.0878,546
2025-07-14,0.0878,0.0878,0.0878,0.0878,548
2025-07-15,0.0878,0.0878,0.0878,0.0878,547
2025-07-16,0.0878,0.0878,0.07,0.07,547
2025-07-17,0.07,0.0847,0.07,0.0847,547
2025-07-18,0.0847,0.0847,0.0847,0.0847,549
2025-07-19,0.0847,0.0847,0.0847,0.0847,549
2025-07-20,0.0847,0.0847,0.0847,0.0847,549
2025-07-21,0.0847,0.0847,0.0847,0.0847,549
2025-07-22,0.0847,0.0847,0.0847,0.0847,549
2025-07-23,0.0847,0.0847,0.0847,0.0847,550
2025-07-24,0.0847,0.0847,0.0847,0.0847,550
2025-07-25,0.0847,0.0847,0.0847,0.0847,548
2025-07-26,0.0847,0.0847,0.0847,0.0847,548
2025-07-27,0.0847,0.0847,0.0847,0.0847,551
2025-07-28,0.0847,0.0847,0.0847,0.0847,551
2025-07-29,0.0847,0.0847,0.0847,0.0847,551
2025-07-30,0.0847,0.0847,0.0847,0.0847,551
2025-07-31,0.0847,0.0847,0.0847,0.0847,551
2025-08-01,0.0847,0.0847,0.0847,0.0847,551
2025-08-02,0.0847,0.0847,0.0847,0.0847,551
2025-08-03,0.0847,0.0847,0.0847,0.0847,551
2025-08-04,0.0847,0.0847,0.0787,0.0816,552
2025-08-05,0.0816,0.0816,0.0816,0.0816,552
2025-08-06,0.0816,0.0816,0.0816,0.0816,552
2025-08-07,0.0816,0.0816,0.0816,0.0816,552
2025-08-08,0.0816,0.0816,0.065,0.0787,552
2025-08-09,0.0787,0.0787,0.0787,0.0787,552
2025-08-10,0.0787,0.0787,0.0787,0.0787,552
2025-08-11,0.0787,0.0787,0.0706,0.0759,551
2025-08-12,0.0759,0.0759,0.0759,0.0759,552
2025-08-13,0.0759,0.0759,0.0547,0.0547,562
2025-08-14,0.0547,0.0589,0.0547,0.0589,560
2025-08-15,0.0589,0.0659,0.0589,0.0659,556
2025-08-16,0.0659,0.0659,0.0659,0.0659,556
2025-08-17,0.0659,0.0659,0.0659,0.0659,556
2025-08-18,0.0659,0.0659,0.0659,0.0659,556
2025-08-19,0.0659,0.0659,0.0659,0.0659,556
2025-08-20,0.0659,0.0878,0.0659,0.0878,547
2025-08-21,0.0878,0.0878,0.0878,0.0878,547
2025-08-22,0.0878,0.0878,0.0878,0.0878,547
2025-08-23,0.0878,0.0878,0.0878,0.0878,547
2025-08-24,0.0878,0.0878,0.0878,0.0878,547
2025-08-25,0.0878,0.0878,0.0878,0.0878,547
2025-08-26,0.0878,0.0878,0.0878,0.0878,547
2025-08-27,0.0878,0.0878,0.0878,0.0878,546
2025-08-28,0.0878,0.0878,0.0878,0.0878,546
2025-08-29,0.0878,0.0878,0.0816,0.0816,548
2025-08-30,0.0816,0.0816,0.0816,0.0816,548
2025-08-31,0.0816,0.0816,0.07,0.07,552
2025-09-01,0.07,0.07,0.07,0.07,551
2025-09-02,0.07,0.07,0.07,0.07,551
2025-09-03,0.07,0.07,0.07,0.07,551
2025-09-04,0.07,0.07,0.07,0.07,549
2025-09-05,0.07,0.07,0.07,0.07,549
2025-09-06,0.07,0.07,0.07,0.07,549
2025-09-07,0.07,0.07,0.07,0.07,549
2025-09-08,0.07,0.07,0.07,0.07,557
2025-09-09,0.07,0.07,0.07,0.07,557
2025-09-10,0.07,0.07,0.07,0.07,557
2025-09-11,0.07,0.07,0.07,0.07,558
2025-09-12,0.07,0.07,0.07,0.07,573
2025-09-13,0.07,0.07,0.07,0.07,601
2025-09-14,0.07,0.07,0.07,0.07,601
2025-09-15,0.07,0.07,0.07,0.07,593
2025-09-16,0.07,0.07,0.07,0.07,592
2025-09-17,0.07,0.07,0.07,0.07,592
2025-09-18,0.07,0.07,0.065,0.065,592
2025-09-19,0.065,0.065,0.065,0.065,590
2025-09-20,0.065,0.065,0.065,0.065,589
2025-09-21,0.065,0.065,0.06,0.06,598
2025-09-22,0.06,0.06,0.0595,0.0595,597
2025-09-23,0.0595,0.0595,0.0595,0.0595,592
2025-09-24,0.0595,0.0595,0.0595,0.0595,592
2025-09-25,0.0595,0.0595,0.0595,0.0595,592
2025-09-26,0.0595,0.0595,0.0595,0.0595,592
2025-09-27,0.0595,0.0595,0.0595,0.0595,592
2025-09-28,0.0595,0.0595,0.0595,0.0595,592
2025-09-29,0.0595,0.0595,0.0595,0.0595,592
2025-09-30,0.0595,0.0595,0.0595,0.0595,589
2025-10-01,0.0595,0.0595,0.0595,0.0595,589
2025-10-02,0.0595,0.0595,0.0595,0.0595,589
2025-10-03,0.0595,0.0595,0.0595,0.0595,589
2025-10-04,0.0595,0.0595,0.058,0.058,589
2025-10-05,0.058,0.058,0.058,0.058,590
2025-10-06,0.058,0.058,0.058,0.058,590
2025-10-07,0.058,0.058,0.058,0.058,590
2025-10-08,0.058,0.058,0.058,0.058,590
2025-10-09,0.058,0.058,0.057,0.057,590
2025-10-10,0.057,0.057,0.057,0.057,593
2025-10-11,0.057,0.057,0.05,0.05,602
2025-10-12,0.05,0.05,0.05,0.05,602
2025-10-13,0.05,0.05,0.05,0.05,602
2025-10-14,0.05,0.05,0.05,0.05,602
2025-10-15,0.05,0.05,0.04,0.04,613
2025-10-16,0.04,0.041,0.04,0.041,615
2025-10-17,0.041,0.041,0.04,0.04,612
2025-10-18,0.04,0.04,0.04,0.04,612
2025-10-19,0.04,0.04,0.04,0.04,610
2025-10-20,0.04,0.04,0.04,0.04,607
2025-10-21,0.04,0.04,0.04,0.04,606
2025-10-22,0.04,0.04,0.04,0.04,606
2025-10-23,0.04,0.04,0.04,0.04,606
2025-10-24,0.04,0.04,0.04,0.04,606
2025-10-25,0.04,0.04,0.04,0.04,605
2025-10-26,0.04,0.04,0.04,0.04,598
2025-10-27,0.04,0.04,0.04,0.04,598
2025-10-28,0.04,0.04,0.04,0.04,598
2025-10-29,0.04,0.04,0.04,0.04,598
2025-10-30,0.04,0.04,0.04,0.04,598
2025-10-31,0.04,0.04,0.04,0.04,598
2025-11-01,0.04,0.04,0.04,0.04,597
2025-11-02,0.04,0.04,0.04,0.04,597
2025-11-03,0.04,0.04,0.04,0.04,597
2025-11-04,0.04,0.04,0.04,0.04,597
2025-11-05,0.04,0.04,0.04,0.04,597
2025-11-06,0.04,0.04,0.04,0.04,597
2025-11-07,0.04,0.04,0.04,0.04,597
2025-11-08,0.04,0.04,0.04,0.04,597
2025-11-09,0.04,0.04,0.04,0.04,596
2025-11-10,0.04,0.04,0.04,0.04,596
2025-11-11,0.04,0.04,0.04,0.04,596
2025-11-12,0.04,0.04,0.04,0.04,596
2025-11-13,0.04,0.04,0.04,0.04,596
2025-11-14,0.04,0.04,0.04,0.04,596
2025-11-15,0.04,0.04,0.04,0.04,596
2025-11-16,0.04,0.04,0.04,0.04,596
2025-11-17,0.04,0.04,0.04,0.04,596
2025-11-18,0.04,0.04,0.04,0.04,595
2025-11-19,0.04,0.04,0.04,0.04,595
2025-11-20,0.04,0.04,0.04,0.04,595
2025-11-21,0.04,0.04,0.04,0.04,595
2025-11-22,0.04,0.04,0.04,0.04,595
2025-11-23,0.04,0.04,0.04,0.04,595
2025-11-24,0.04,0.04,0.038,0.038,596
2025-11-25,0.038,0.038,0.038,0.038,596
2025-11-26,0.038,0.061,0.0289,0.035,709
2025-11-27,0.035,0.038,0.035,0.038,709
2025-11-28,0.038,0.038,0.0365,0.037,602
2025-11-29,0.037,0.038,0.037,0.038,601
2025-11-30,0.038,0.038,0.038,0.038,601
2025-12-01,0.038,0.038,0.038,0.038,601
2025-12-02,0.038,0.038,0.038,0.038,601
2025-12-03,0.038,0.0568,0.038,0.038,601
2025-12-04,0.038,0.038,0.038,0.038,601
2025-12-05,0.038,0.038,0.038,0.038,602
2025-12-06,0.038,0.038,0.038,0.038,602
2025-12-07,0.038,0.038,0.038,0.038,602
2025-12-08,0.038,0.038,0.038,0.038,602
2025-12-09,0.038,0.038,0.038,0.038,602
2025-12-10,0.038,0.038,0.038,0.038,602
2025-12-11,0.038,0.038,0.038,0.038,602
2025-12-12,0.038,0.038,0.038,0.038,602
2025-12-13,0.038,0.038,0.038,0.038,601
2025-12-14,0.038,0.038,0.038,0.038,605
2025-12-15,0.038,0.038,0.038,0.038,606
2025-12-16,0.038,0.038,0.038,0.038,605
2025-12-17,0.038,0.038,0.038,0.038,606
2025-12-18,0.038,0.038,0.03,0.038,603
2025-12-19,0.038,0.038,0.038,0.038,600
2025-12-20,0.038,0.038,0.038,0.038,600
2025-12-21,0.038,0.038,0.038,0.038,599
2025-12-22,0.038,0.038,0.038,0.038,598
2025-12-23,0.038,0.038,0.038,0.038,598
2025-12-24,0.038,0.038,0.038,0.038,599
2025-12-25,0.038,0.038,0.038,0.038,599
2025-12-26,0.038,0.038,0.038,0.038,599
2025-12-27,0.038,0.038,0.038,0.038,599
2025-12-28,0.038,0.038,0.038,0.038,599
2025-12-29,0.038,0.038,0.038,0.038,599
2025-12-30,0.038,0.038,0.038,0.038,599
2025-12-31,0.038,0.038,0.038,0.038,599
2026-01-01,0.038,0.038,0.038,0.038,599
2026-01-02,0.038,0.038,0.038,0.038,598
2026-01-03,0.038,0.038,0.038,0.038,599
2026-01-04,0.038,0.038,0.038,0.038,600
2026-01-05,0.038,0.038,0.038,0.038,600
2026-01-06,0.038,0.038,0.038,0.038,600
2026-01-07,0.038,0.038,0.038,0.038,600
2026-01-08,0.038,0.038,0.038,0.038,600
2026-01-09,0.038,0.038,0.038,0.038,599
2026-01-10,0.038,0.04,0.038,0.04,596
2026-01-11,0.04,0.04,0.04,0.04,596
2026-01-12,0.04,0.04,0.04,0.04,597
2026-01-13,0.04,0.0473,0.04,0.0473,593
2026-01-14,0.0473,0.0473,0.0473,0.0473,593
2026-01-15,0.0473,0.0473,0.0473,0.0473,593
2026-01-16,0.0473,0.0547,0.0473,0.0547,588
2026-01-17,0.0547,0.0547,0.0547,0.0547,589
2026-01-18,0.0547,0.0547,0.0547,0.0547,587
2026-01-19,0.0547,0.0547,0.0547,0.0547,589
2026-01-20,0.0547,0.0547,0.0547,0.0547,589
2026-01-21,0.0547,0.0547,0.0547,0.0547,589
2026-01-22,0.0547,0.0547,0.0547,0.0547,589
2026-01-23,0.0547,0.0547,0.0547,0.0547,589
2026-01-24,0.0547,0.0547,0.0547,0.0547,589
2026-01-25,0.0547,0.0547,0.0547,0.0547,589
2026-01-26,0.0547,0.0547,0.0547,0.0547,589
2026-01-27,0.0547,0.0547,0.0547,0.0547,588
2026-01-28,0.0547,0.0547,0.0547,0.0547,588
2026-01-29,0.0547,0.0547,0.0547,0.0547,588
2026-01-30,0.0547,0.0547,0.0547,0.0547,589
2026-01-31,0.0547,0.0547,0.0547,0.0547,592
2026-02-01,0.0547,0.0547,0.0547,0.0547,592
2026-02-02,0.0547,0.0547,0.04,0.04,586
2026-02-03,0.04,0.04,0.04,0.04,586
2026-02-04,0.04,0.04,0.04,0.04,587
2026-02-05,0.04,0.0528,0.04,0.0528,581
2026-02-06,0.0528,0.0528,0.0528,0.0528,575
2026-02-07,0.0528,0.0528,0.0528,0.0528,575
2026-02-08,0.0528,0.0528,0.0528,0.0528,574
2026-02-09,0.0528,0.0528,0.0528,0.0528,574
2026-02-10,0.0528,0.0528,0.0528,0.0528,575
2026-02-11,0.0528,0.0528,0.0528,0.0528,575
2026-02-12,0.0528,0.0528,0.0528,0.0528,575
2026-02-13,0.0528,0.0528,0.0528,0.0528,575
2026-02-14,0.0528,0.0528,0.0528,0.0528,573
2026-02-15,0.0528,0.06,0.0528,0.06,565
2026-02-16,0.06,0.06,0.06,0.06,566
2026-02-17,0.06,0.06,0.06,0.06,566
2026-02-18,0.06,0.06,0.06,0.06,566
2026-02-19,0.06,0.0633,0.06,0.0633,556
2026-02-20,0.0633,0.0633,0.0633,0.0633,556
2026-02-21,0.0633,0.0633,0.0633,0.0633,556
2026-02-22,0.0633,0.0633,0.0633,0.0633,556
2026-02-23,0.0633,0.0633,0.0633,0.0633,556
2026-02-24,0.0633,0.0633,0.0633,0.0633,556
2026-02-25,0.0633,0.0633,0.0633,0.0633,556
2026-02-26,0.0633,0.0633,0.0633,0.0633,556
2026-02-27,0.0633,0.0633,0.0633,0.0633,556
2026-02-28,0.0633,0.0633,0.0633,0.0633,556
2026-03-01,0.0633,0.0633,0.0633,0.0633,556
2026-03-02,0.0633,0.0633,0.0633,0.0633,555
2026-03-03,0.0633,0.0633,0.0633,0.0633,555
2026-03-04,0.0633,0.0633,0.0633,0.0633,556
2026-03-05,0.0633,0.0633,0.0633,0.0633,556
2026-03-06,0.0633,0.0633,0.0633,0.0633,556
2026-03-07,0.0633,0.0633,0.0633,0.0633,555
2026-03-08,0.0633,0.0633,0.0633,0.0633,555
2026-03-09,0.0633,0.0633,0.0633,0.0633,556
2026-03-10,0.0633,0.0633,0.06,0.06,556
2026-03-11,0.06,0.06,0.06,0.06,556
2026-03-12,0.06,0.06,0.06,0.06,556
2026-03-13,0.06,0.06,0.06,0.06,556
2026-03-14,0.06,0.06,0.06,0.06,556
2026-03-15,0.06,0.06,0.06,0.06,555
2026-03-16,0.06,0.06,0.06,0.06,554
2026-03-17,0.06,0.06,0.06,0.06,554
2026-03-18,0.06,0.06,0.06,0.06,555
2026-03-19,0.06,0.06,0.06,0.06,555
2026-03-20,0.06,0.06,0.06,0.06,554
2026-03-21,0.06,0.06,0.06,0.06,554
2026-03-22,0.06,0.06,0.06,0.06,554
2026-03-23,0.06,0.06,0.06,0.06,554
2026-03-24,0.06,0.06,0.06,0.06,554
2026-03-25,0.06,0.06,0.06,0.06,553
2026-03-26,0.06,0.06,0.06,0.06,553
2026-03-27,0.06,0.06,0.06,0.06,553
2026-03-28,0.06,0.06,0.06,0.06,552
2026-03-29,0.06,0.06,0.06,0.06,552
2026-03-30,0.06,0.06,0.036,0.06,552
2026-03-31,0.06,0.06,0.06,0.06,552
2026-04-01,0.06,0.06,0.06,0.06,549
2026-04-02,0.06,0.06,0.06,0.06,548
2026-04-03,0.06,0.06,0.06,0.06,548
2026-04-04,0.06,0.06,0.06,0.06,549
2026-04-05,0.06,0.06,0.06,0.06,549
2026-04-06,0.06,0.06,0.06,0.06,549
2026-04-07,0.06,0.06,0.06,0.06,549
2026-04-08,0.06,0.06,0.06,0.06,549
2026-04-09,0.06,0.06,0.06,0.06,546
2026-04-10,0.06,0.06,0.06,0.06,546
2026-04-11,0.06,0.06,0.06,0.06,546
2026-04-12,0.06,0.06,0.06,0.06,546
2026-04-13,0.06,0.06,0.06,0.06,546
2026-04-14,0.06,0.06,0.06,0.06,546
2026-04-15,0.06,0.06,0.06,0.06,546
2026-04-16,0.06,0.06,0.06,0.06,546
2026-04-17,0.06,0.06,0.06,0.06,546
2026-04-18,0.06,0.06,0.06,0.06,542
2026-04-19,0.06,0.06,0.06,0.06,542
2026-04-20,0.06,0.06,0.06,0.06,542
2026-04-21,0.06,0.06,0.06,0.06,542
2026-04-22,0.06,0.06,0.06,0.06,542
2026-04-23,0.06,0.06,0.06,0.06,542
2026-04-24,0.06,0.06,0.06,0.06,500
2026-04-25,0.06,0.0681,0.06,0.0681,498
2026-04-26,0.0681,0.0681,0.0681,0.0681,498
2026-04-27,0.0681,0.0681,0.0681,0.0681,498
2026-04-28,0.0681,0.0681,0.0681,0.0681,498
2026-04-29,0.0681,0.0681,0.0681,0.0681,498
2026-04-30,0.0681,0.0681,0.0681,0.0681,498
2026-05-01,0.0681,0.0681,0.0681,0.0681,498
2026-05-02,0.0681,0.0681,0.0681,0.0681,498
2026-05-03,0.0681,0.0681,0.0681,0.0681,498
2026-05-04,0.0681,0.0681,0.0681,0.0681,498
2026-05-05,0.0681,0.0681,0.0681,0.0681,498
2026-05-06,0.0681,0.0681,0.0681,0.0681,498
2026-05-07,0.0681,0.0681,0.0681,0.0681,498
2026-05-08,0.0681,0.0681,0.0681,0.0681,498
2026-05-09,0.0681,0.0681,0.0681,0.0681,498
2026-05-10,0.0681,0.0681,0.0681,0.0681,498
2026-05-11,0.0681,0.0681,0.0681,0.0681,498
2026-05-12,0.0681,0.0681,0.0681,0.0681,498
2026-05-13,0.0681,0.0681,0.04,0.0681,498
2026-05-14,0.0681,0.0681,0.0681,0.0681,498
2026-05-15,0.0681,0.0681,0.05,0.05,499
2026-05-16,0.05,0.05,0.05,0.05,497
2026-05-17,0.05,0.0681,0.05,0.0681,496
2026-05-18,0.0681,0.0681,0.0681,0.0681,496
2026-05-19,0.0681,0.0681,0.0681,0.0681,496
2026-05-20,0.0681,0.0681,0.0681,0.0681,496
2026-05-21,0.0681,0.0681,0.0681,0.0681,471
2026-05-22,0.0681,0.0681,0.0681,0.0681,471
2026-05-23,0.0681,0.0681,0.0681,0.0681,472
2026-05-24,0.0681,0.0681,0.0681,0.0681,450
2026-05-25,0.0681,0.0681,0.0681,0.0681,450
2026-05-26,0.0681,0.0681,0.0681,0.0681,450
2026-05-27,0.0681,0.0681,0.0681,0.0681,450
2026-05-28,0.0681,0.0681,0.0681,0.0681,450
2026-05-29,0.0681,0.0681,0.0681,0.0681,450
2026-05-30,0.0681,0.0681,0.0681,0.0681,453
2026-05-31,0.0681,0.0681,0.0681,0.0681,453
2026-06-01,0.0681,0.0681,0.0681,0.0681,453
2026-06-02,0.0681,0.0681,0.0681,0.0681,453
2026-06-03,0.0681,0.0681,0.0681,0.0681,453
2026-06-04,0.0681,0.0681,0.067,0.067,458
2026-06-05,0.067,0.067,0.067,0.067,455
2026-06-06,0.067,0.067,0.067,0.067,455
2026-06-07,0.067,0.067,0.067,0.067,455
2026-06-08,0.067,0.067,0.067,0.067,455
2026-06-09,0.067,0.067,0.067,0.067,455
2026-06-10,0.067,0.0706,0.067,0.0706,446
2026-06-11,0.0706,0.073,0.0706,0.073,445
2026-06-12,0.073,0.073,0.073,0.073,445
2026-06-13,0.073,0.073,0.073,0.073,443
2026-06-14,0.073,0.073,0.073,0.073,443
2026-06-15,0.073,0.073,0.073,0.073,443
2026-06-16,0.073,0.073,0.073,0.073,443
2026-06-17,0.073,0.073,0.073,0.073,443
2026-06-18,0.073,0.073,0.06,0.06,445
2026-06-19,0.06,0.06,0.06,0.06,443
2026-06-20,0.06,0.06,0.06,0.06,443
2026-06-21,0.06,0.06,0.06,0.06,443
2026-06-22,0.06,0.06,0.06,0.06,442
2026-06-23,0.06,0.06,0.06,0.06,442
2026-06-24,0.06,0.06,0.06,0.06,442
2026-06-25,0.06,0.06,0.06,0.06,442
2026-06-26,0.06,0.06,0.06,0.06,443
2026-06-27,0.06,0.06,0.06,0.06,443
2026-06-28,0.06,0.06,0.06,0.06,443
2026-06-29,0.06,0.06,0.06,0.06,443
2026-06-30,0.06,0.06,0.06,0.06,443
2026-07-01,0.06,0.06,0.06,0.06,443
2026-07-02,0.06,0.06,0.06,0.06,443
2026-07-03,0.06,0.06,0.06,0.06,443
2026-07-04,0.06,0.06,0.06,0.06,443
2026-07-05,0.06,0.06,0.06,0.06,443
2026-07-06,0.06,0.06,0.06,0.06,443
2026-07-07,0.06,0.06,0.06,0.06,443
2026-07-08,0.06,0.06,0.06,0.06,443
2026-07-09,0.06,0.06,0.06,0.06,443
2026-07-10,0.06,0.06,0.06,0.06,443
2026-07-11,0.06,0.06,0.06,0.06,443
2026-07-12,0.06,0.06,0.06,0.06,443
2026-07-13,0.06,0.06,0.06,0.06,443
2026-07-14,0.06,0.06,0.06,0.06,443
2026-07-15,0.06,0.06,0.06,0.06,443
2026-07-16,0.06,0.06,0.06,0.06,443
2026-07-17,0.06,0.06,0.06,0.06,443
2026-07-18,0.06,0.0732,0.06,0.0732,441
2026-07-19,0.0732,0.0732,0.0732,0.0732,442
2026-07-20,0.0732,0.0732,0.0732,0.0732,442
2026-07-21,0.0732,0.0732,0.0732,0.0732,442
2026-07-22,0.0732,0.0732,0.05,0.06,447
2026-07-23,0.06,0.0732,0.06,0.06,446
2026-07-24,0.06,0.06,0.06,0.06,446
2026-07-25,0.06,0.06,0.06,0.06,446
2026-07-26,0.06,0.06,0.054,0.054,446
2026-07-27,0.054,0.054,0.05,0.05,447
2026-07-28,0.05,0.05,0.05,0.05,447
2026-07-29,0.05,0.05,0.05,0.05,447
2026-07-30,0.05,0.0732,0.05,0.0732,447
2026-07-31,0.0732,0.0732,0.0732,0.0732,447
2026-08-01,0.0732,0.0732,0.0732,0.0732,447
2026-08-02,0.0732,0.0732,0.0732,0.0732,447
2026-08-03,0.0732,0.0732,0.0732,0.0732,447
2026-08-04,0.0732,0.0732,0.0732,0.0732,447
2026-08-05,0.0732,0.0732,0.0732,0.0732,447
2026-08-06,0.0732,0.0732,0.0732,0.0732,447
2026-08-07,0.0732,0.0732,0.0732,0.0732,447
2026-08-08,0.0732,0.0732,0.0732,0.0732,447
2026-08-09,0.0732,0.0732,0.0732,0.0732,447
2026-08-10,0.0732,0.0732,0.0732,0.0732,447
2026-08-11,0.0732,0.0788,0.0732,0.0788,434
